tag,arm,N,seed,run_kind,accepted_blocks,closed_rounds,mean_interval_s,median_interval_s,p95_interval_s,blocks_per_hour,stale_blocks
primary,ND-PC-NOLP,400,13726057523507487050,derived,22,23,446.8160687571473,289.4432653062186,954.4722490390916,7.92,0
primary,ND-PW,400,592649121540029029,physical,18,19,509.4577869632676,338.5960559282884,1293.5178804386744,6.48,0
primary,ND-PW-OFFSET,400,592649121540029029,physical,18,19,509.4577869632676,338.5960559282884,1293.5178804386744,6.48,0
primary,ND-PC,400,592649121540029029,physical,18,19,509.45782302558536,338.5960799119704,1293.517972005123,6.48,0
primary,ND-PC-NOLP,400,592649121540029029,derived,18,19,509.45782302558536,338.5960799119704,1293.517972005123,6.48,0
primary,ND-PW,400,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PW-OFFSET,400,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PC,400,13234303622947097637,physical,22,23,426.0875290076283,301.35903497535355,1005.1511080254191,7.92,0
primary,ND-PC-NOLP,400,13234303622947097637,derived,22,23,426.0875290076283,301.35903497535355,1005.1511080254191,7.92,0
primary,ND-PW,400,17788360996555233988,physical,16,17,617.0407274975639,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PW-OFFSET,400,17788360996555233988,physical,16,17,617.0407274975639,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PC,400,17788360996555233988,physical,16,17,617.0407711782805,531.8498567431582,1330.6771159276675,5.76,0
primary,ND-PC-NOLP,400,17788360996555233988,derived,16,17,617.0407711782805,531.8498567431582,1330.6771159276675,5.76,0
primary,ND-PW,500,467376819415377580,physical,19,20,496.44404495692083,280.2862138582858,1277.502616882443,6.84,0
primary,ND-PW-OFFSET,500,467376819415377580,physical,19,20,496.44404495692083,280.2862138582858,1277.502616882443,6.84,0
primary,ND-PC,500,467376819415377580,physical,19,20,496.44406853988505,280.2862271649661,1277.502677573819,6.84,0
primary,ND-PC-NOLP,500,467376819415377580,derived,19,20,496.44406853988505,280.2862271649661,1277.502677573819,6.84,0
primary,ND-PW,500,2704408835578762228,physical,22,23,452.7440419975748,223.75125452440034,886.1041841311715,7.92,0
primary,ND-PW-OFFSET,500,2704408835578762228,physical,22,23,452.7440419975748,223.75125452440034,886.1041841311715,7.92,0
primary,ND-PC,500,2704408835578762228,physical,22,23,452.7440634944789,223.75126514299757,886.1042261953328,7.92,0
primary,ND-PC-NOLP,500,2704408835578762228,derived,22,23,452.7440634944789,223.75126514299757,886.1042261953328,7.92,0
primary,ND-PW,500,11237067994138084197,physical,19,20,423.3356663575588,344.4191348354714,918.324473050019,6.84,0
primary,ND-PW-OFFSET,500,11237067994138084197,physical,19,20,423.3356663575588,344.4191348354714,918.324473050019,6.84,0
primary,ND-PC,500,11237067994138084197,physical,19,20,423.33568646236193,344.41915117780553,918.3245166597914,6.84,0
primary,ND-PC-NOLP,500,11237067994138084197,derived,19,20,423.33568646236193,344.41915117780553,918.3245166597914,6.84,0
primary,ND-PW,500,5926412735843326529,physical,11,12,861.1474694160981,611.9199731458962,2438.2595098116913,3.96,0
primary,ND-PW-OFFSET,500,5926412735843326529,physical,11,12,861.1474694160981,611.9199731458962,2438.2595098116913,3.96,0
primary,ND-PC,500,5926412735843326529,physical,11,12,861.1475103130565,611.9200021808249,2438.259625605778,3.96,0
primary,ND-PC-NOLP,500,5926412735843326529,derived,11,12,861.1475103130565,611.9200021808249,2438.259625605778,3.96,0
primary,ND-PW,500,5192363207272324882,physical,17,18,560.9930395359412,346.26888910346844,1307.771012238232,6.12,0
primary,ND-PW-OFFSET,500,5192363207272324882,physical,17,18,560.9930395359412,346.26888910346844,1307.771012238232,6.12,0
primary,ND-PC,500,5192363207272324882,physical,17,18,560.9930661810823,346.26890557417937,1307.7710743552648,6.12,0
primary,ND-PC-NOLP,500,5192363207272324882,derived,17,18,560.9930661810823,346.26890557417937,1307.7710743552648,6.12,0
primary,ND-PW,500,14936110819278713214,physical,17,18,549.802623555903,480.87398198695007,1115.2176664267583,6.12,0
primary,ND-PW-OFFSET,500,14936110819278713214,physical,17,18,549.802623555903,480.87398198695007,1115.2176664267583,6.12,0
primary,ND-PC,500,14936110819278713214,physical,17,18,549.8026496667138,480.8740048291973,1115.2177194003357,6.12,0
primary,ND-PC-NOLP,500,14936110819278713214,derived,17,18,549.8026496667138,480.8740048291973,1115.2177194003357,6.12,0
primary,ND-PW,500,15027284727339452496,physical,14,15,696.9473070958628,488.2669596964085,1983.8214882433265,5.04,0
primary,ND-PW-OFFSET,500,15027284727339452496,physical,14,15,696.9473070958628,488.2669596964085,1983.8214882433265,5.04,0
primary,ND-PC,500,15027284727339452496,physical,14,15,696.9473402039248,488.2669829070269,1983.8215824677386,5.04,0
primary,ND-PC-NOLP,500,15027284727339452496,derived,14,15,696.9473402039248,488.2669829070269,1983.8215824677386,5.04,0
primary,ND-PW,500,529132900484142986,physical,13,14,767.1232955240818,422.89886788320916,1473.020751054433,4.680000000000001,0
primary,ND-PW-OFFSET,500,529132900484142986,physical,13,14,767.1232955240818,422.89886788320916,1473.020751054433,4.680000000000001,0
primary,ND-PC,500,529132900484142986,physical,13,14,767.123331956036,422.89888797669227,1473.020821023006,4.680000000000001,0
primary,ND-PC-NOLP,500,529132900484142986,derived,13,14,767.123331956036,422.89888797669227,1473.020821023006,4.680000000000001,0
primary,ND-PW,500,8583420154531566926,physical,15,16,648.6922317162755,326.32122577011614,1854.8239849969461,5.4,0
primary,ND-PW-OFFSET,500,8583420154531566926,physical,15,16,648.6922317162755,326.32122577011614,1854.8239849969461,5.4,0
primary,ND-PC,500,8583420154531566926,physical,15,16,648.6922625269698,326.3212412608582,1854.824073110838,5.4,0
primary,ND-PC-NOLP,500,8583420154531566926,derived,15,16,648.6922625269698,326.3212412608582,1854.824073110838,5.4,0
primary,ND-PW,500,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380155,1482.2103161678249,3.96,0
primary,ND-PW-OFFSET,500,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380155,1482.2103161678249,3.96,0
primary,ND-PC,500,16465068975321571430,physical,11,12,877.5857988589449,868.050997891077,1482.2103865748643,3.96,0
primary,ND-PC-NOLP,500,16465068975321571430,derived,11,12,877.5857988589449,868.050997891077,1482.2103865748643,3.96,0
primary,ND-PW,500,1580318165844385263,physical,12,13,816.3850961682732,521.6514645887836,2302.3477682464368,4.32,0
primary,ND-PW-OFFSET,500,1580318165844385263,physical,12,13,816.3850961682732,521.6514645887836,2302.3477682464368,4.32,0
primary,ND-PC,500,1580318165844385263,physical,12,13,816.3851349387735,521.6514893558989,2302.3478776288453,4.32,0
primary,ND-PC-NOLP,500,1580318165844385263,derived,12,13,816.3851349387735,521.6514893558989,2302.3478776288453,4.32,0
primary,ND-PW,500,860680765458012691,physical,29,30,319.4658429456288,265.6633705919087,635.2833821388942,10.44,0
primary,ND-PW-OFFSET,500,860680765458012691,physical,29,30,319.4658429456288,265.6633705919087,635.2833821388942,10.44,0
primary,ND-PC,500,860680765458012691,physical,29,30,319.4658581152834,265.66338322067674,635.2834123266122,10.44,0
primary,ND-PC-NOLP,500,860680765458012691,derived,29,30,319.4658581152834,265.66338322067674,635.2834123266122,10.44,0
primary,ND-PW,500,405674777376978405,physical,21,22,469.0825705049118,301.9724980606208,739.1219359873684,7.5600000000000005,0
primary,ND-PW-OFFSET,500,405674777376978405,physical,21,22,469.0825705049118,301.9724980606208,739.1219359873684,7.5600000000000005,0
primary,ND-PC,500,405674777376978405,physical,21,22,469.0825927819485,301.97251239313164,739.1219711056381,7.5600000000000005,0
primary,ND-PC-NOLP,500,405674777376978405,derived,21,22,469.0825927819485,301.97251239313164,739.1219711056381,7.5600000000000005,0
primary,ND-PW,500,5516199827559636311,physical,15,16,634.1107518300676,437.77791476015085,1994.298509508127,5.4,0
primary,ND-PW-OFFSET,500,5516199827559636311,physical,15,16,634.1107518300676,437.77791476015085,1994.298509508127,5.4,0
primary,ND-PC,500,5516199827559636311,physical,15,16,634.1107819494521,437.7779355677515,1994.2986042302048,5.4,0
primary,ND-PC-NOLP,500,5516199827559636311,derived,15,16,634.1107819494521,437.7779355677515,1994.2986042302048,5.4,0
primary,ND-PW,500,676253669661655881,physical,18,19,505.271206879928,445.60010619531596,1375.1734813052244,6.48,0
primary,ND-PW-OFFSET,500,676253669661655881,physical,18,19,505.271206879928,445.60010619531596,1375.1734813052244,6.48,0
primary,ND-PC,500,676253669661655881,physical,18,19,505.2712308758648,445.6001273496533,1375.1735466506923,6.48,0
primary,ND-PC-NOLP,500,676253669661655881,derived,18,19,505.2712308758648,445.6001273496533,1375.1735466506923,6.48,0
primary,ND-PW,500,4902971022134724746,physical,12,13,675.2158082666647,405.4937271241227,1468.1045572390512,4.32,0
primary,ND-PW-OFFSET,500,4902971022134724746,physical,12,13,675.2158082666647,405.4937271241227,1468.1045572390512,4.32,0
primary,ND-PC,500,4902971022134724746,physical,12,13,675.2158403374146,405.49374638354493,1468.1046269810072,4.32,0
primary,ND-PC-NOLP,500,4902971022134724746,derived,12,13,675.2158403374146,405.49374638354493,1468.1046269810072,4.32,0
primary,ND-PW,500,7985863793510020389,physical,16,17,610.6543251710709,550.5345198491902,1302.652843856254,5.76,0
primary,ND-PW-OFFSET,500,7985863793510020389,physical,16,17,610.6543251710709,550.5345198491902,1302.652843856254,5.76,0
primary,ND-PC,500,7985863793510020389,physical,16,17,610.6543541735573,550.5345460057845,1302.6529057026717,5.76,0
primary,ND-PC-NOLP,500,7985863793510020389,derived,16,17,610.6543541735573,550.5345460057845,1302.6529057026717,5.76,0
primary,ND-PW,500,5259580605389323177,physical,16,17,566.8117467489931,347.40671535082674,1303.7155845571806,5.76,0
primary,ND-PW-OFFSET,500,5259580605389323177,physical,16,17,566.8117467489931,347.40671535082674,1303.7155845571806,5.76,0
primary,ND-PC,500,5259580605389323177,physical,16,17,566.8117736741788,347.40673186853957,1303.715646490763,5.76,0
primary,ND-PC-NOLP,500,5259580605389323177,derived,16,17,566.8117736741788,347.40673186853957,1303.715646490763,5.76,0
primary,ND-PW,500,14894895525097951974,physical,15,16,655.437743544539,339.0579032882683,2023.5607282806686,5.4,0
primary,ND-PW-OFFSET,500,14894895525097951974,physical,15,16,655.437743544539,339.0579032882683,2023.5607282806686,5.4,0
primary,ND-PC,500,14894895525097951974,physical,15,16,655.4377746794142,339.057919393994,2023.5608244069483,5.4,0
primary,ND-PC-NOLP,500,14894895525097951974,derived,15,16,655.4377746794142,339.057919393994,2023.5608244069483,5.4,0
primary,ND-PW,500,14255052758501613198,physical,27,28,366.48472677321627,262.18113703949825,962.4339368260763,9.72,0
primary,ND-PW-OFFSET,500,14255052758501613198,physical,27,28,366.48472677321627,262.18113703949825,962.4339368260763,9.72,0
primary,ND-PC,500,14255052758501613198,physical,27,28,366.4847441815626,262.18114949019434,962.4339825568987,9.72,0
primary,ND-PC-NOLP,500,14255052758501613198,derived,27,28,366.4847441815626,262.18114949019434,962.4339825568987,9.72,0
primary,ND-PW,500,14970427933435388700,physical,25,26,386.2150109178097,254.31110910359635,915.5073827848303,9.0,0
primary,ND-PW-OFFSET,500,14970427933435388700,physical,25,26,386.2150109178097,254.31110910359635,915.5073827848303,9.0,0
primary,ND-PC,500,14970427933435388700,physical,25,26,386.2150292629428,254.31112118103096,915.5074262528543,9.0,0
primary,ND-PC-NOLP,500,14970427933435388700,derived,25,26,386.2150292629428,254.31112118103096,915.5074262528543,9.0,0
primary,ND-PW,500,6530983822519173908,physical,25,26,396.929329474644,203.98575576700287,783.4215556130978,9.0,0
primary,ND-PW-OFFSET,500,6530983822519173908,physical,25,26,396.929329474644,203.98575576700287,783.4215556130978,9.0,0
primary,ND-PC,500,6530983822519173908,physical,25,26,396.92934832853837,203.98576544743455,783.4215928169307,9.0,0
primary,ND-PC-NOLP,500,6530983822519173908,derived,25,26,396.92934832853837,203.98576544743455,783.4215928169307,9.0,0
primary,ND-PW,500,16478255227937338382,physical,18,19,548.8197837377717,507.6421016954163,1160.172515036522,6.48,0
primary,ND-PW-OFFSET,500,16478255227937338382,physical,18,19,548.8197837377717,507.6421016954163,1160.172515036522,6.48,0
primary,ND-PC,500,16478255227937338382,physical,18,19,548.8198098055767,507.64212579567567,1160.1725701306862,6.48,0
primary,ND-PC-NOLP,500,16478255227937338382,derived,18,19,548.8198098055767,507.64212579567567,1160.1725701306862,6.48,0
primary,ND-PW,500,447822293856133746,physical,15,16,660.3978415631602,522.027867957174,1803.1441510707375,5.4,0
primary,ND-PW-OFFSET,500,447822293856133746,physical,15,16,660.3978415631602,522.027867957174,1803.1441510707375,5.4,0
primary,ND-PC,500,447822293856133746,physical,15,16,660.3978729373416,522.0278927615402,1803.1442367331608,5.4,0
primary,ND-PC-NOLP,500,447822293856133746,derived,15,16,660.3978729373416,522.0278927615402,1803.1442367331608,5.4,0
primary,ND-PW,500,9364596802063509215,physical,18,19,429.065570975476,330.15834050938145,1124.8464778432397,6.48,0
primary,ND-PW-OFFSET,500,9364596802063509215,physical,18,19,429.065570975476,330.15834050938145,1124.8464778432397,6.48,0
primary,ND-PC,500,9364596802063509215,physical,18,19,429.06559135531813,330.15835619553957,1124.8465312568233,6.48,0
primary,ND-PC-NOLP,500,9364596802063509215,derived,18,19,429.06559135531813,330.15835619553957,1124.8465312568233,6.48,0
primary,ND-PW,500,6483795830361016413,physical,14,15,612.2154032115614,499.5937939739703,1193.2995271165119,5.04,0
primary,ND-PW-OFFSET,500,6483795830361016413,physical,14,15,612.2154032115614,499.5937939739703,1193.2995271165119,5.04,0
primary,ND-PC,500,6483795830361016413,physical,14,15,612.2154322862326,499.5938177046746,1193.2995838021457,5.04,0
primary,ND-PC-NOLP,500,6483795830361016413,derived,14,15,612.2154322862326,499.5938177046746,1193.2995838021457,5.04,0
primary,ND-PW,500,13726057523507487050,physical,22,23,446.8160371323903,289.44324481423365,954.4721814877993,7.92,0
primary,ND-PW-OFFSET,500,13726057523507487050,physical,22,23,446.8160371323903,289.44324481423365,954.4721814877993,7.92,0
primary,ND-PC,500,13726057523507487050,physical,22,23,446.8160583513979,289.443258553327,954.4722268252317,7.92,0
primary,ND-PC-NOLP,500,13726057523507487050,derived,22,23,446.8160583513979,289.443258553327,954.4722268252317,7.92,0
primary,ND-PW,500,592649121540029029,physical,18,19,509.45778696326767,338.5960559282885,1293.5178804386744,6.48,0
primary,ND-PW-OFFSET,500,592649121540029029,physical,18,19,509.45778696326767,338.5960559282885,1293.5178804386744,6.48,0
primary,ND-PC,500,592649121540029029,physical,18,19,509.45781115976814,338.5960720054734,1293.517941888063,6.48,0
primary,ND-PC-NOLP,500,592649121540029029,derived,18,19,509.45781115976814,338.5960720054734,1293.517941888063,6.48,0
primary,ND-PW,500,13234303622947097637,physical,22,23,426.08749884960713,301.35901363625754,1005.1510369018778,7.92,0
primary,ND-PW-OFFSET,500,13234303622947097637,physical,22,23,426.08749884960713,301.35901363625754,1005.1510369018778,7.92,0
primary,ND-PC,500,13234303622947097637,physical,22,23,426.0875190920114,301.3590279679695,1005.1510846683093,7.92,0
primary,ND-PC-NOLP,500,13234303622947097637,derived,22,23,426.0875190920114,301.3590279679695,1005.1510846683093,7.92,0
primary,ND-PW,500,17788360996555233988,physical,16,17,617.040727497564,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PW-OFFSET,500,17788360996555233988,physical,16,17,617.040727497564,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PC,500,17788360996555233988,physical,16,17,617.0407568076664,531.8498443646532,1330.6770849087197,5.76,0
primary,ND-PC-NOLP,500,17788360996555233988,derived,16,17,617.0407568076664,531.8498443646532,1330.6770849087197,5.76,0
