tag,arm,N,seed,run_kind,W_total,hashes_per_block,W_unique_exact_secondary,exact_duplicates_secondary
primary,ND-PW-OFFSET,500,1580318165844385263,physical,1170000000000000000000,9.75e+19,1170000000000000000000,0
primary,ND-PC,500,1580318165844385263,physical,1169999944427984613480,9.749999536899872e+19,1169999944427984613480,0
primary,ND-PC-NOLP,500,1580318165844385263,derived,1169999944427984613480,9.749999536899872e+19,1169999944427984613480,0
primary,ND-PW,500,860680765458012691,physical,1170000000000000000000,4.03448275862069e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,860680765458012691,physical,1170000000000000000000,4.03448275862069e+19,1170000000000000000000,0
primary,ND-PC,500,860680765458012691,physical,1169999944427984614704,4.03448256699305e+19,1169999944427984614704,0
primary,ND-PC-NOLP,500,860680765458012691,derived,1169999944427984614704,4.03448256699305e+19,1169999944427984614704,0
primary,ND-PW,500,405674777376978405,physical,1170000000000000000000,5.5714285714285715e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,405674777376978405,physical,1170000000000000000000,5.5714285714285715e+19,1170000000000000000000,0
primary,ND-PC,500,405674777376978405,physical,1169999944427984613888,5.5714283067999265e+19,1169999944427984613888,0
primary,ND-PC-NOLP,500,405674777376978405,derived,1169999944427984613888,5.5714283067999265e+19,1169999944427984613888,0
primary,ND-PW,500,5516199827559636311,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,5516199827559636311,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PC,500,5516199827559636311,physical,1169999944427984614092,7.799999629519898e+19,1169999944427984614092,0
primary,ND-PC-NOLP,500,5516199827559636311,derived,1169999944427984614092,7.799999629519898e+19,1169999944427984614092,0
primary,ND-PW,500,676253669661655881,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,676253669661655881,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PC,500,676253669661655881,physical,1169999944427984613684,6.499999691266581e+19,1169999944427984613684,0
primary,ND-PC-NOLP,500,676253669661655881,derived,1169999944427984613684,6.499999691266581e+19,1169999944427984613684,0
primary,ND-PW,500,4902971022134724746,physical,1170000000000000000000,9.75e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,4902971022134724746,physical,1170000000000000000000,9.75e+19,1170000000000000000000,0
primary,ND-PC,500,4902971022134724746,physical,1169999944427984613684,9.749999536899872e+19,1169999944427984613684,0
primary,ND-PC-NOLP,500,4902971022134724746,derived,1169999944427984613684,9.749999536899872e+19,1169999944427984613684,0
primary,ND-PW,500,7985863793510020389,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,7985863793510020389,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PC,500,7985863793510020389,physical,1169999944427984613684,7.312499652674904e+19,1169999944427984613684,0
primary,ND-PC-NOLP,500,7985863793510020389,derived,1169999944427984613684,7.312499652674904e+19,1169999944427984613684,0
primary,ND-PW,500,5259580605389323177,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,5259580605389323177,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PC,500,5259580605389323177,physical,1169999944427984614092,7.312499652674904e+19,1169999944427984614092,0
primary,ND-PC-NOLP,500,5259580605389323177,derived,1169999944427984614092,7.312499652674904e+19,1169999944427984614092,0
primary,ND-PW,500,14894895525097951974,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,14894895525097951974,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PC,500,14894895525097951974,physical,1169999944427984614092,7.799999629519898e+19,1169999944427984614092,0
primary,ND-PC-NOLP,500,14894895525097951974,derived,1169999944427984614092,7.799999629519898e+19,1169999944427984614092,0
primary,ND-PW,500,14255052758501613198,physical,1170000000000000000000,4.333333333333334e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,14255052758501613198,physical,1170000000000000000000,4.333333333333334e+19,1170000000000000000000,0
primary,ND-PC,500,14255052758501613198,physical,1169999944427984615112,4.333333127511054e+19,1169999944427984615112,0
primary,ND-PC-NOLP,500,14255052758501613198,derived,1169999944427984615112,4.333333127511054e+19,1169999944427984615112,0
primary,ND-PW,500,14970427933435388700,physical,1170000000000000000000,4.68e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,14970427933435388700,physical,1170000000000000000000,4.68e+19,1170000000000000000000,0
primary,ND-PC,500,14970427933435388700,physical,1169999944427984614908,4.679999777711939e+19,1169999944427984614908,0
primary,ND-PC-NOLP,500,14970427933435388700,derived,1169999944427984614908,4.679999777711939e+19,1169999944427984614908,0
primary,ND-PW,500,6530983822519173908,physical,1170000000000000000000,4.68e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,6530983822519173908,physical,1170000000000000000000,4.68e+19,1170000000000000000000,0
primary,ND-PC,500,6530983822519173908,physical,1169999944427984614908,4.679999777711939e+19,1169999944427984614908,0
primary,ND-PC-NOLP,500,6530983822519173908,derived,1169999944427984614908,4.679999777711939e+19,1169999944427984614908,0
primary,ND-PW,500,16478255227937338382,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,16478255227937338382,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PC,500,16478255227937338382,physical,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PC-NOLP,500,16478255227937338382,derived,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PW,500,447822293856133746,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,447822293856133746,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PC,500,447822293856133746,physical,1169999944427984614296,7.799999629519898e+19,1169999944427984614296,0
primary,ND-PC-NOLP,500,447822293856133746,derived,1169999944427984614296,7.799999629519898e+19,1169999944427984614296,0
primary,ND-PW,500,9364596802063509215,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,9364596802063509215,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PC,500,9364596802063509215,physical,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PC-NOLP,500,9364596802063509215,derived,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PW,500,6483795830361016413,physical,1170000000000000000000,8.357142857142857e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,6483795830361016413,physical,1170000000000000000000,8.357142857142857e+19,1170000000000000000000,0
primary,ND-PC,500,6483795830361016413,physical,1169999944427984613888,8.35714246019989e+19,1169999944427984613888,0
primary,ND-PC-NOLP,500,6483795830361016413,derived,1169999944427984613888,8.35714246019989e+19,1169999944427984613888,0
primary,ND-PW,500,13726057523507487050,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,13726057523507487050,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PC,500,13726057523507487050,physical,1169999944427984614704,5.318181565581749e+19,1169999944427984614704,0
primary,ND-PC-NOLP,500,13726057523507487050,derived,1169999944427984614704,5.318181565581749e+19,1169999944427984614704,0
primary,ND-PW,500,592649121540029029,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,592649121540029029,physical,1170000000000000000000,6.5e+19,1170000000000000000000,0
primary,ND-PC,500,592649121540029029,physical,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PC-NOLP,500,592649121540029029,derived,1169999944427984614296,6.499999691266581e+19,1169999944427984614296,0
primary,ND-PW,500,13234303622947097637,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,13234303622947097637,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PC,500,13234303622947097637,physical,1169999944427984614908,5.318181565581749e+19,1169999944427984614908,0
primary,ND-PC-NOLP,500,13234303622947097637,derived,1169999944427984614908,5.318181565581749e+19,1169999944427984614908,0
primary,ND-PW,500,17788360996555233988,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,17788360996555233988,physical,1170000000000000000000,7.3125e+19,1170000000000000000000,0
primary,ND-PC,500,17788360996555233988,physical,1169999944427984613888,7.312499652674904e+19,1169999944427984613888,0
primary,ND-PC-NOLP,500,17788360996555233988,derived,1169999944427984613888,7.312499652674904e+19,1169999944427984613888,0
