M,N,accepted_block_interval_s,accepted_blocks,active_miner_seconds,co2_kg,duplicate_header_evaluations,empty_rounds,energy_fairness_cv,energy_per_accepted_block_kwh,energy_per_tx_kwh,exhausted_templates,hardware,idle_miner_seconds,idle_ratio,mean_discovery_time_s,mean_post_discovery_idle_s,median_discovery_time_s,n_rounds,p_success,pct_time_active,per_miner_energy_kwh_max,per_miner_energy_kwh_min,placement,protocol,round_seconds,seed,sim_seconds,sleep_miner_seconds,sleep_ratio,throughput_tx_per_s,total_attempts,total_energy_j,total_energy_kwh,total_hashes,unique_candidate_evaluations,use_sleep,winner_max_share,workload_fairness_cv
846000000000000,100,640.0,16,467661.15368242736,1.7524530010771764,652808204425300770,1,3.523983565140673e-16,0.24613103947713152,0.00012306551973856577,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,552338.8463175729,0.0,254.7882210515174,345.21177894848245,245.95886145770965,17,2.364066193853428e-15,45.84913271396346,0.039380966316341116,0.039380966316341116,last,common_template_duplicate_pow,600.0,25,10200.0,0.0,0.0,3.1372549019607843,659402226692223000,14177147.873882776,3.9380966316341044,6.594022266922237e+17,6594022266922230,False,1.0,0.0
846000000000000,100,640.0,16,256969.45730134248,0.9629341524028118,358703665446942981,1,2.244665895039223e-15,0.135243560730732,6.762178036536599e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,763030.5426986571,0.0,123.10591081333862,476.89408918666174,68.54284303143584,17,2.364066193853428e-15,25.193084049151224,0.021638969716917155,0.021638969716917155,last,common_template_duplicate_pow,600.0,27,10200.0,0.0,0.0,3.1372549019607843,362326934794891900,7790029.0980901625,2.163896971691712,3.623269347948923e+17,3623269347948919,False,1.0,0.0
846000000000000,100,685.7142857142857,15,469095.3653603679,1.7578273806667548,654810220506538503,2,1.0539628024456528e-15,0.263344925942585,0.0001316724629712925,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,550904.6346396321,0.0,232.730243573579,367.2697564264209,147.3507549580636,17,2.364066193853428e-15,45.989741701996856,0.0395017388913877,0.0395017388913877,last,common_template_duplicate_pow,600.0,29,10200.0,0.0,0.0,2.9411764705882355,661424465158119700,14220626.00089959,3.950173889138775,6.614244651581188e+17,6614244651581197,False,1.0,0.0
846000000000000,100,640.0,16,318787.96620648,1.1945848477831966,444996122027625927,1,1.6801444162210164e-15,0.16777877075606695,8.388938537803348e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,701212.0337935197,0.0,161.74247887905014,438.25752112095,142.93054163508396,17,2.364066193853428e-15,31.25372217710588,0.026844603320970693,0.026844603320970693,last,common_template_duplicate_pow,600.0,28,10200.0,0.0,0.0,3.1372549019607843,449491032351137300,9664057.195549456,2.6844603320970712,4.4949103235113645e+17,4494910323511373,False,1.0,0.0
846000000000000,100,800.0,13,532169.1789673598,1.994182042743343,742854956920538814,4,1.0838857259458818e-15,0.3447159970169996,0.00017235799850849983,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,487830.8210326402,0.0,224.74552228258528,375.2544777174148,237.4559186032809,17,2.364066193853428e-15,52.17344891836861,0.04481307961220984,0.04481307961220984,last,common_template_duplicate_pow,600.0,26,10200.0,0.0,0.0,2.549019607843137,750358542343978600,16132708.660395583,4.481307961220995,7.503585423439784e+17,7503585423439786,False,1.0,0.0
846000000000000,100,738.4615384615385,14,449388.067451543,1.6839787980091947,627300803355608349,3,2.2003657938371578e-15,0.27030157271415645,0.00013515078635707823,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,570611.9325484572,0.0,192.42004817967316,407.579951820327,177.66130967198518,17,2.364066193853428e-15,44.0576536717199,0.03784222017998198,0.03784222017998198,last,common_template_duplicate_pow,600.0,30,10200.0,0.0,0.0,2.7450980392156863,633637175106675100,13623199.264793485,3.7842220179981902,6.336371751066751e+17,6336371751066751,False,1.0,0.0
846000000000000,100,640.0,16,397197.7901537205,1.4884076941074902,554448395275578639,1,0.0,0.20904602445329917,0.00010452301222664959,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,622802.2098462795,0.0,210.74861884607537,389.2513811539245,182.5530345581525,17,2.364066193853428e-15,38.9409598189922,0.033447363912527894,0.033447363912527894,last,common_template_duplicate_pow,600.0,32,10200.0,0.0,0.0,3.1372549019607843,560048884116746100,12041051.008510033,3.3447363912527868,5.6004888411674726e+17,5600488841167461,False,1.0,0.0
846000000000000,100,600.0,17,254066.92567808498,0.9520575803081546,354652021554039099,0,1.1351547930365172e-15,0.1258503080380905,6.292515401904525e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,765933.0743219132,0.0,149.45113275181473,450.5488672481851,133.14110738940076,17,2.364066193853428e-15,24.908522125302447,0.021394552366475413,0.021394552366475413,last,common_template_duplicate_pow,600.0,33,10200.0,0.0,0.0,3.3333333333333335,358234365206100100,7702038.851931138,2.1394552366475383,3.582343652060994e+17,3582343652061001,False,1.0,0.0
846000000000000,100,640.0,16,291363.6775294922,1.0918186106990055,406714557463417665,1,1.2726596621831036e-15,0.15334531049143335,7.667265524571668e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,728636.3224705091,0.0,144.60229845593256,455.39770154406756,89.39239350227183,17,2.364066193853428e-15,28.565066424460017,0.024535249678629314,0.024535249678629314,last,common_template_duplicate_pow,600.0,31,10200.0,0.0,0.0,3.1372549019607843,410822785316583500,8832689.884306561,2.4535249678629336,4.10822785316583e+17,4108227853165835,False,1.0,0.0
846000000000000,100,600.0,17,371901.7198833642,1.393616467785439,519137610785189451,0,1.5509758251506829e-15,0.18421896467752003,9.210948233876002e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,648098.280116636,0.0,218.76571757845,381.23428242154995,144.57249698049782,17,2.364066193853428e-15,36.46095292974159,0.03131722399517836,0.03131722399517836,last,common_template_duplicate_pow,600.0,34,10200.0,0.0,0.0,3.3333333333333335,524381425035544900,11274200.638264226,3.1317223995178405,5.243814250355452e+17,5243814250355449,False,1.0,0.0
