N,accepted_blocks__boot_ci_high,accepted_blocks__boot_ci_low,accepted_blocks__max,accepted_blocks__mean,accepted_blocks__median,accepted_blocks__min,accepted_blocks__n,accepted_blocks__p2_5,accepted_blocks__p97_5,accepted_blocks__std,accumulated_work_per_block__boot_ci_high,accumulated_work_per_block__boot_ci_low,accumulated_work_per_block__max,accumulated_work_per_block__mean,accumulated_work_per_block__median,accumulated_work_per_block__min,accumulated_work_per_block__n,accumulated_work_per_block__p2_5,accumulated_work_per_block__p97_5,accumulated_work_per_block__std,active_fraction__boot_ci_high,active_fraction__boot_ci_low,active_fraction__max,active_fraction__mean,active_fraction__median,active_fraction__min,active_fraction__n,active_fraction__p2_5,active_fraction__p97_5,active_fraction__std,actual_hashes_per_accepted_block__boot_ci_high,actual_hashes_per_accepted_block__boot_ci_low,actual_hashes_per_accepted_block__max,actual_hashes_per_accepted_block__mean,actual_hashes_per_accepted_block__median,actual_hashes_per_accepted_block__min,actual_hashes_per_accepted_block__n,actual_hashes_per_accepted_block__p2_5,actual_hashes_per_accepted_block__p97_5,actual_hashes_per_accepted_block__std,aggregate_hashrate_hps,difficulty_mode,difficulty_ratio_vs_N1,duplicate_header_attempts__boot_ci_high,duplicate_header_attempts__boot_ci_low,duplicate_header_attempts__max,duplicate_header_attempts__mean,duplicate_header_attempts__median,duplicate_header_attempts__min,duplicate_header_attempts__n,duplicate_header_attempts__p2_5,duplicate_header_attempts__p97_5,duplicate_header_attempts__std,energy_per_accepted_block_kwh__boot_ci_high,energy_per_accepted_block_kwh__boot_ci_low,energy_per_accepted_block_kwh__max,energy_per_accepted_block_kwh__mean,energy_per_accepted_block_kwh__median,energy_per_accepted_block_kwh__min,energy_per_accepted_block_kwh__n,energy_per_accepted_block_kwh__p2_5,energy_per_accepted_block_kwh__p97_5,energy_per_accepted_block_kwh__std,energy_per_tx_kwh__boot_ci_high,energy_per_tx_kwh__boot_ci_low,energy_per_tx_kwh__max,energy_per_tx_kwh__mean,energy_per_tx_kwh__median,energy_per_tx_kwh__min,energy_per_tx_kwh__n,energy_per_tx_kwh__p2_5,energy_per_tx_kwh__p97_5,energy_per_tx_kwh__std,hardware,idle_fraction__boot_ci_high,idle_fraction__boot_ci_low,idle_fraction__max,idle_fraction__mean,idle_fraction__median,idle_fraction__min,idle_fraction__n,idle_fraction__p2_5,idle_fraction__p97_5,idle_fraction__std,mean_block_interval_s__boot_ci_high,mean_block_interval_s__boot_ci_low,mean_block_interval_s__max,mean_block_interval_s__mean,mean_block_interval_s__median,mean_block_interval_s__min,mean_block_interval_s__n,mean_block_interval_s__p2_5,mean_block_interval_s__p97_5,mean_block_interval_s__std,mean_difficulty__boot_ci_high,mean_difficulty__boot_ci_low,mean_difficulty__max,mean_difficulty__mean,mean_difficulty__median,mean_difficulty__min,mean_difficulty__n,mean_difficulty__p2_5,mean_difficulty__p97_5,mean_difficulty__std,n_seeds,protocol,template_exhaustion_rate__boot_ci_high,template_exhaustion_rate__boot_ci_low,template_exhaustion_rate__max,template_exhaustion_rate__mean,template_exhaustion_rate__median,template_exhaustion_rate__min,template_exhaustion_rate__n,template_exhaustion_rate__p2_5,template_exhaustion_rate__p97_5,template_exhaustion_rate__std,total_energy_kwh__boot_ci_high,total_energy_kwh__boot_ci_low,total_energy_kwh__max,total_energy_kwh__mean,total_energy_kwh__median,total_energy_kwh__min,total_energy_kwh__n,total_energy_kwh__p2_5,total_energy_kwh__p97_5,total_energy_kwh__std,total_hashes__boot_ci_high,total_hashes__boot_ci_low,total_hashes__max,total_hashes__mean,total_hashes__median,total_hashes__min,total_hashes__n,total_hashes__p2_5,total_hashes__p97_5,total_hashes__std,unique_header_attempts__boot_ci_high,unique_header_attempts__boot_ci_low,unique_header_attempts__max,unique_header_attempts__mean,unique_header_attempts__median,unique_header_attempts__min,unique_header_attempts__n,unique_header_attempts__p2_5,unique_header_attempts__p97_5,unique_header_attempts__std
5,86.1305,82.42,113.0,84.27,84.5,62.0,100,67.0,100.57499999999997,9.416142382830527,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,883696355334737.5,845059565222898.9,1159838709677419.5,864161972558497.2,851035714285714.0,636371681415929.1,100,715147727272727.0,1073283582089552.2,99242826601052.94,7050000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.005277631011026905,0.005046883514525646,0.0069268145161290335,0.005160967336113249,0.005082574404761904,0.0038005530973451336,100,0.004271021148989899,0.006409888059701494,0.0005927002144229552,2.638815505513452e-06,2.523441757262823e-06,3.463407258064517e-06,2.5804836680566243e-06,2.5412872023809523e-06,1.9002765486725667e-06,100,2.1355105744949495e-06,3.2049440298507467e-06,2.963501072114776e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,123.78655828793349,118.29369516924217,165.09402160580774,120.9738485975642,118.6642329848931,90.59319435968165,100,100.54426399870042,153.53529030737977,14.002964333815488,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,independent_header_pow,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.4294625000000001,0.4294624999999999,0.42946250000000025,0.4294625000000001,0.4294625000000001,0.4294624999999997,100,0.42946249999999986,0.42946250000000025,1.1310545412051777e-16,7.191e+16,7.191e+16,7.191000000000005e+16,7.191e+16,7.191e+16,7.190999999999994e+16,100,7.190999999999995e+16,7.191000000000003e+16,18.334710692062096,7.191e+16,7.191e+16,7.191000000000004e+16,7.191e+16,7.191e+16,7.190999999999993e+16,100,7.190999999999997e+16,7.1910000000000024e+16,17.018112751305935
10,172.45,167.99,191.0,170.29,170.0,130.0,100,150.425,190.0,11.514852069471765,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,860445582007496.1,837501766062070.0,1106307692307692.4,848532303477801.1,846000000000000.0,752984293193717.2,100,756947368421052.5,956185822147650.9,59737673505449.984,14100000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.005138772225878103,0.005001746658426249,0.0066071153846153875,0.005067623479103533,0.0050525000000000014,0.004496989528795811,100,0.004520657894736841,0.0057105542156040264,0.0003567666612131044,2.5693861129390507e-06,2.500873329213125e-06,3.303557692307694e-06,2.533811739551767e-06,2.5262500000000006e-06,2.2484947643979054e-06,100,2.2603289473684206e-06,2.8552771078020132e-06,1.7838333060655216e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,60.66808700912913,59.00185758812906,78.13357632996102,59.805272506467546,59.92677957946368,51.572253864333945,100,53.46459147012873,67.38343798401898,4.256481077812757,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,independent_header_pow,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.8589250000000002,0.8589249999999998,0.8589250000000005,0.8589249999999998,0.858925,0.8589249999999988,100,0.8589249999999995,0.8589250000000005,3.315682860290073e-16,1.4382e+17,1.4382e+17,1.4382000000000014e+17,1.4382e+17,1.4382e+17,1.4381999999999986e+17,100,1.438199999999999e+17,1.4382000000000013e+17,45.59638475833696,1.4382e+17,1.4382e+17,1.438200000000001e+17,1.4382e+17,1.4382e+17,1.4381999999999989e+17,100,1.438199999999999e+17,1.438200000000001e+17,50.80046130387862
1,17.45,15.959750000000001,30.0,16.71,17.0,9.0,100,9.475,25.574999999999974,3.8958537918762772,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,953453815127222.4,868194005593414.8,1598000000000000.0,909007684768268.4,846000000000000.1,479399999999999.94,100,564293750000000.0,1522094999999998.5,223533435554443.6,1410000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0056942380625653564,0.005185047533405117,0.009543611111111112,0.005428795895143824,0.005052500000000001,0.0028630833333333334,100,0.003370087673611111,0.009090289583333324,0.0013349913512279267,2.8471190312826773e-06,2.592523766702558e-06,4.771805555555556e-06,2.7143979475719125e-06,2.52625e-06,1.4315416666666665e-06,100,1.6850438368055556e-06,4.545144791666662e-06,6.674956756139633e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,636.6660634082742,577.1848880975996,1109.261306424743,605.6689745867247,582.2882759053275,315.76769555981014,100,381.7448869874337,1019.6007009473992,156.12395208404075,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,pocol_disjoint_nonce,0.13362766428625503,0.10830463926940799,0.2857142857142857,0.12028068190449512,0.1111111111111111,0.0,100,0.0,0.26666666666666666,0.06475576387442661,0.0858925,0.0858925,0.08589250000000004,0.0858925,0.0858925,0.08589249999999997,100,0.08589249999999998,0.08589250000000001,1.0249425556552122e-17,1.4382e+16,1.4382e+16,1.4382000000000004e+16,1.4382e+16,1.4382e+16,1.4381999999999996e+16,100,1.4381999999999998e+16,1.4382000000000004e+16,1.729132438507528,1.4382e+16,1.4382e+16,1.4382000000000004e+16,1.4382e+16,1.4382e+16,1.4381999999999996e+16,100,1.4381999999999996e+16,1.4382000000000004e+16,1.8640674544520848
2,35.39025,33.17975,48.0,34.27,34.0,21.0,100,24.475,46.0,5.586518765670793,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,891698348676504.6,834144428994620.2,1369714285714286.0,862134906115033.5,846000000000000.0,599249999999999.9,100,625304347826086.9,1175728499999999.5,145020139925870.03,2820000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0053254206934846785,0.004981695895384537,0.008180238095238093,0.00514886124485367,0.005052500000000001,0.0035788541666666664,100,0.003734456521739131,0.007021711874999999,0.0008660925023350571,2.662710346742341e-06,2.490847947692269e-06,4.090119047619047e-06,2.5744306224268353e-06,2.52625e-06,1.7894270833333334e-06,100,1.8672282608695656e-06,3.510855937499999e-06,4.330462511675286e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,307.33309061272104,287.251831125263,456.93487790948336,296.8629873367871,290.6942667919896,185.79854090595674,100,211.90501881223412,407.83889248698955,50.59874970488911,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,pocol_disjoint_nonce,0.01817996482042795,0.010452618812381815,0.07142857142857142,0.014263224789752197,0.0,0.0,100,0.0,0.06685205784204667,0.020021745974856398,0.171785,0.171785,0.17178500000000008,0.171785,0.171785,0.17178499999999994,100,0.17178499999999994,0.17178500000000008,3.1436522730135713e-17,2.8764e+16,2.8764e+16,2.8764000000000012e+16,2.8764e+16,2.8764e+16,2.8763999999999988e+16,100,2.8763999999999988e+16,2.8764000000000012e+16,5.755980640283037,2.8764e+16,2.8764e+16,2.8764000000000016e+16,2.8764e+16,2.8764e+16,2.876399999999999e+16,100,2.876399999999999e+16,2.876400000000001e+16,5.148305595538255
5,89.03025,84.87975,113.0,86.93,88.0,66.0,100,68.0,105.62499999999996,10.289992196009646,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,859611365177566.0,818679330648313.5,1089545454545454.5,839069284543117.6,817159090909091.0,636371681415929.2,100,681186286407766.9,1057500000000000.0,102232142227077.97,7050000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.005133790097588242,0.0048893348913718725,0.0065070075757575774,0.005011108227132509,0.004880255681818181,0.0038005530973451336,100,0.004068195877157498,0.006315624999999998,0.0006105530716339378,2.5668950487941203e-06,2.4446674456859366e-06,3.2535037878787888e-06,2.5055541135662543e-06,2.4401278409090903e-06,1.9002765486725667e-06,100,2.034097938578749e-06,3.1578124999999993e-06,3.052765358169689e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,120.78607808854429,115.03296215489624,156.51729330747006,117.8855685462645,114.83802784476771,89.02006938710959,100,95.29666434617917,150.49229521992575,14.52532375094469,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,pocol_disjoint_nonce,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.4294625000000001,0.4294624999999999,0.4294625000000003,0.42946249999999997,0.4294625,0.4294624999999997,100,0.42946249999999986,0.42946250000000025,1.27100223947349e-16,7.191e+16,7.191e+16,7.191000000000004e+16,7.191e+16,7.191e+16,7.190999999999995e+16,100,7.190999999999996e+16,7.191000000000003e+16,17.037095593516703,7.191e+16,7.191e+16,7.191000000000003e+16,7.191e+16,7.190999999999999e+16,7.1909999999999944e+16,100,7.190999999999995e+16,7.191000000000003e+16,19.077725125381065
10,173.6905,168.76975000000002,202.0,171.26,170.5,142.0,100,144.95,194.0,12.72523937581204,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,857181913331855.9,832576326000711.4,1012816901408450.6,844461894000401.8,843526315789473.5,711980198019801.9,100,741340206185567.0,992251284246575.2,64020153941290.71,14100000000000.0,D1_CONSTANT_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.005119280871287472,0.004972330835837583,0.0060487676056338036,0.005043314089169067,0.0050377266081871345,0.00425210396039604,100,0.004427448453608248,0.005925945169805935,0.000382342586038264,2.559640435643737e-06,2.4861654179187913e-06,3.0243838028169016e-06,2.521657044584533e-06,2.518863304093567e-06,2.12605198019802e-06,100,2.2137242268041236e-06,2.9629725849029675e-06,1.9117129301913198e-07,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,60.53054547637575,58.77101261181622,71.78941091594481,59.6217780116426,59.696326038844376,50.65912396906024,100,51.97405720708843,69.72105752701258,4.517830318730034,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,846000000000000.0,100,846000000000000.0,846000000000000.0,0.0,100,pocol_disjoint_nonce,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.8589249999999999,0.8589249999999998,0.8589250000000005,0.8589249999999998,0.858925,0.858924999999999,100,0.8589249999999995,0.8589250000000004,2.875257018229286e-16,1.4382e+17,1.4382e+17,1.4382000000000013e+17,1.4382e+17,1.4382e+17,1.4381999999999986e+17,100,1.4381999999999987e+17,1.4382000000000013e+17,48.3756345715694,1.4382e+17,1.4382e+17,1.4382000000000013e+17,1.4382e+17,1.4382e+17,1.4381999999999987e+17,100,1.4381999999999989e+17,1.438200000000001e+17,56.35099239085629
100,0.23,0.08,1.0,0.15,0.0,0.0,100,0.0,1.0,0.3588702812826367,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4382e+18,15,1.4382e+18,1.4382000000000003e+18,68.41887792958065,141000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,1.0,1.423818e+18,1.4238179999999997e+18,1.4238180000000003e+18,1.4238179999999997e+18,1.423818e+18,1.423818e+18,100,1.423818e+18,1.423818e+18,261.120507030603,8.58925,8.589249999999996,8.589250000000002,8.589249999999998,8.58925,8.58925,15,8.58925,8.589250000000002,2.325797050801189e-15,0.004294625,0.004294624999999998,0.004294625000000001,0.004294624999999999,0.004294625,0.004294625,15,0.004294625,0.004294625000000001,1.135643091211518e-18,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,100,common_template_duplicate_baseline,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,8.589249999999998,8.589249999999998,8.589250000000002,8.589249999999998,8.58925,8.58925,100,8.58925,8.589250000000002,1.8639139732727e-15,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4382e+18,100,1.4382e+18,1.4382e+18,25.72896807063583,1.4382e+16,1.4382e+16,1.4382000000000002e+16,1.4382e+16,1.4382e+16,1.4382e+16,100,1.4382e+16,1.4382e+16,0.20100756305184242
200,0.15,0.04,1.0,0.09,0.0,0.0,100,0.0,1.0,0.2876234912646614,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,9,2.8764e+18,2.8764e+18,0.0,282000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,2.0,2.8620179999999995e+18,2.8620179999999995e+18,2.862018e+18,2.8620179999999995e+18,2.862018e+18,2.8620179999999995e+18,100,2.862018e+18,2.862018e+18,512.0,17.1785,17.1785,17.178500000000003,17.1785,17.1785,17.1785,9,17.1785,17.178500000000003,1.7763568394002505e-15,0.00858925,0.00858925,0.008589250000000001,0.00858925,0.00858925,0.00858925,9,0.00858925,0.008589250000000001,8.673617379884035e-19,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,1.692e+17,100,1.692e+17,1.692e+17,0.0,100,common_template_duplicate_baseline,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,17.178499999999996,17.178499999999996,17.178500000000003,17.178499999999996,17.1785,17.1785,100,17.1785,17.1785,3.67616963487708e-15,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,2.8764e+18,100,2.8764e+18,2.8764e+18,0.0,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4381999999999998e+16,100,1.4382e+16,1.4382e+16,0.20100756305184242
300,0.08024999999999864,0.01,1.0,0.04,0.0,0.0,100,0.0,1.0,0.19694638556693236,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,4.3146e+18,4.3146e+18,4.3146e+18,4.3146e+18,4.3146e+18,4.3146e+18,4,4.3146e+18,4.3146e+18,0.0,423000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,3.0,4.300218000000001e+18,4.300218000000001e+18,4.3002180000000005e+18,4.300218000000001e+18,4.300218e+18,4.3002179999999995e+18,100,4.300218e+18,4.300218e+18,1031.728411526752,25.767750000000003,25.76775,25.767750000000003,25.76775,25.76775,25.76775,4,25.76775,25.767750000000003,2.0511601988091347e-15,0.012883875000000001,0.012883875,0.012883875000000001,0.012883875,0.012883875,0.012883875,4,0.012883875,0.012883875000000001,1.0015430658247728e-18,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,2.538e+17,100,2.538e+17,2.538e+17,0.0,100,common_template_duplicate_baseline,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,25.767749999999996,25.767749999999996,25.767750000000003,25.767749999999996,25.76775,25.76775,100,25.76775,25.76775,3.623774988839631e-15,4.3145999999999985e+18,4.3145999999999985e+18,4.3146e+18,4.3145999999999985e+18,4.3146e+18,4.3146e+18,100,4.3146e+18,4.3146e+18,1543.73808423815,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,100,1.4382e+16,1.4382e+16,0.0
400,0.07,0.0,1.0,0.03,0.0,0.0,100,0.0,0.5249999999999915,0.1714466079977653,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,3,5.7528e+18,5.7528e+18,0.0,564000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,4.0,5.738418e+18,5.738418e+18,5.738418e+18,5.738418e+18,5.738418e+18,5.738418e+18,100,5.738418e+18,5.738418e+18,0.0,34.357000000000006,34.357,34.357000000000006,34.357,34.357000000000006,34.357,3,34.357,34.357000000000006,7.105427357601002e-15,0.017178500000000003,0.0171785,0.017178500000000003,0.0171785,0.017178500000000003,0.0171785,3,0.0171785,0.017178500000000003,3.469446951953614e-18,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,3.384e+17,100,3.384e+17,3.384e+17,0.0,100,common_template_duplicate_baseline,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,34.35699999999999,34.35699999999999,34.357000000000006,34.35699999999999,34.357,34.357,100,34.357,34.357,7.35233926975416e-15,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,5.7528e+18,100,5.7528e+18,5.7528e+18,0.0,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,100,1.4382e+16,1.4382e+16,0.0
500,0.05,0.0,1.0,0.02,0.0,0.0,100,0.0,0.0,0.14070529413628968,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,7.191e+18,7.191e+18,7.191e+18,7.191e+18,7.191e+18,7.191e+18,2,7.191e+18,7.191e+18,0.0,705000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,5.0,7.176617999999998e+18,7.176617999999998e+18,7.176618e+18,7.176617999999998e+18,7.176618e+18,7.176618e+18,100,7.176618e+18,7.176618e+18,2058.3174456508664,42.94625,42.94625,42.94625,42.94625,42.94625,42.94625,2,42.94625,42.94625,0.0,0.021473125,0.021473125,0.021473125,0.021473125,0.021473125,0.021473125,2,0.021473125,0.021473125,0.0,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,4.23e+17,100,4.23e+17,4.23e+17,0.0,100,common_template_duplicate_baseline,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,42.946250000000006,42.946250000000006,42.94625,42.946250000000006,42.94625,42.94625,100,42.94625,42.94625,7.141223187966347e-15,7.191000000000001e+18,7.191000000000001e+18,7.191e+18,7.191000000000001e+18,7.191e+18,7.191e+18,100,7.191e+18,7.191e+18,1029.1587228254332,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,1.4382e+16,100,1.4382e+16,1.4382e+16,0.0
100,17.700249999999997,16.09975,29.0,16.9,17.0,9.0,100,11.0,25.0,4.0985338595624405,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0.0,9.45481848543074e+16,8.599341876743077e+16,1.5979999999999997e+17,9.018045730793853e+16,8.460000000000002e+16,4.9593103448275864e+16,100,5.752799999999999e+16,1.3074545454545458e+17,2.2177296883522428e+16,141000000000000.0,D2_HASHRATE_SCALED_DIFFICULTY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.5646627706576692,0.5135718065277115,0.9543611111111111,0.5385777311446328,0.5052500000000001,0.2961810344827586,100,0.34357,0.7808409090909092,0.13244774527659225,0.0002823313853288346,0.00025678590326385574,0.00047718055555555556,0.00026928886557231636,0.00025262500000000003,0.0001480905172413793,100,0.000171785,0.0003904204545454546,6.622387263829613e-05,H2_FIXED_PER_MINER_HASHRATE,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,628.7796686753118,572.7984680830559,1013.3531576952087,599.7907924118617,576.3969328026855,342.8592828312939,100,369.92182905293066,905.2404600464678,141.54902365152017,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,8.46e+16,100,8.46e+16,8.46e+16,0.0,100,independent_header_pow,0.14746480387670538,0.12044430105902722,0.3333333333333333,0.1338357568097108,0.13043478260869565,0.0,100,0.015322580645161293,0.28635620915032667,0.07198977146076255,8.58925,8.589249999999998,8.589250000000002,8.58925,8.58925,8.58925,100,8.58925,8.589250000000002,7.574411013266429e-16,1.4382e+18,1.4382e+18,1.4382000000000003e+18,1.4382e+18,1.4382e+18,1.4381999999999997e+18,100,1.4381999999999997e+18,1.4382000000000003e+18,202.590097178385,1.4382e+18,1.4382e+18,1.4382000000000005e+18,1.4382e+18,1.4382e+18,1.4381999999999995e+18,100,1.4381999999999995e+18,1.4382000000000003e+18,189.06853014425508
