protocol,n_miners,metric,mean,median,std,ci95_low,ci95_high,min,max,n
PoCol,500,accepted_main_blocks,16.833333333333332,16.0,4.102844541697057,15.365149269789375,18.301517396877287,9.0,31.0,30
PoCol,500,stale_blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
PoCol,500,stale_rate_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
PoCol,500,accepted_block_interval_s,591.6900157247989,588.1459180187642,146.94217506437676,539.1074336894658,644.2725977601319,313.81822549038384,1149.9034601791348,30
PoCol,500,created_block_interval_s,625.3763575658699,625.0,144.65177832662994,573.6133834770183,677.1393316547214,322.5806451612903,1111.111111111111,30
PoCol,500,throughput_tx_per_s,3.102399999999999,2.949,0.7514380911476248,2.8335013325144165,3.3712986674855814,1.6587,5.7013,30
PoCol,500,confirmation_time_6blk_s,3550.140094348793,3528.8755081125846,881.6530503862606,3234.644602136794,3865.6355865607916,1882.909352942303,6899.420761074809,30
PoCol,500,energy_per_accepted_block_kWh,0.5266190077669315,0.5263020833333386,0.12180885166588416,0.4830302700029439,0.5702077455309191,0.2716397849462393,0.9356481481481576,30
PoCol,500,energy_per_tx_kWh,0.0002855483353640788,0.0002855550267396788,6.565369919468185e-05,0.0002620544608361226,0.000309042209892035,0.0001477002321108066,0.000507676694600194,30
PoCol,500,total_hashes,1.41e+18,1.41e+18,184.11390777038753,1.41e+18,1.41e+18,1.4099999999999997e+18,1.4100000000000003e+18,30
PoCol,500,active_mining_time_s,5000000.0,5000000.0,0.0,5000000.0,5000000.0,5000000.0,5000000.0,30
PoCol,500,exhausted_rounds,2.9,3.0,1.295882072114429,2.4362745560611088,3.363725443938891,1.0,6.0,30
