time_s,H_effective,H_pipeline,floor_threshold,live_activation_requests,waking_miners,active_hashing_miners,accepted_block_event,round_boundary
269.057500,0.0,1000.0,3200.0,4,4,0,0,0
269.457500,800.0,1000.0,3200.0,1,1,3,0,0
269.524167,1000.0,1000.0,3200.0,0,0,4,0,0
269.657500,600.0,600.0,3200.0,0,0,3,0,0
269.707500,500.0,500.0,3200.0,0,0,2,0,0
269.724167,0.0,0.0,3200.0,0,0,0,1,1
270.674167,400.0,400.0,3200.0,0,0,1,0,0
270.736667,0.0,0.0,3200.0,0,0,0,1,1
271.736667,3600.0,3600.0,3200.0,0,0,12,0,0
271.820000,2400.0,2400.0,3200.0,0,0,8,0,0
271.861667,400.0,400.0,3200.0,0,0,1,0,0
271.874167,0.0,0.0,3200.0,0,0,0,1,1
272.804167,200.0,200.0,3200.0,0,0,1,0,0
272.929167,0.0,0.0,3200.0,0,0,0,1,1
273.929167,2800.0,2800.0,3200.0,0,0,8,0,0
273.991667,1200.0,1200.0,3200.0,0,0,4,0,0
274.012500,300.0,300.0,3200.0,0,0,1,0,0
274.019167,0.0,0.0,3200.0,0,0,0,1,1
274.919167,200.0,200.0,3200.0,0,0,1,0,0
275.044167,0.0,0.0,3200.0,0,0,0,1,1
275.959167,200.0,200.0,3200.0,0,0,1,0,0
276.084167,0.0,0.0,3200.0,0,0,0,1,1
277.084167,3600.0,3600.0,3200.0,0,0,12,0,0
277.209167,2800.0,2800.0,3200.0,0,0,8,0,0
277.250833,1900.0,1900.0,3200.0,0,0,5,0,0
277.284167,300.0,1100.0,3200.0,3,3,1,0,0
277.310833,0.0,0.0,3200.0,0,0,0,1,1
278.310833,4000.0,4000.0,3200.0,0,0,16,0,0
278.510833,2400.0,3200.0,3200.0,3,3,12,0,0
278.577500,1200.0,2200.0,3200.0,4,4,8,0,0
278.710833,400.0,1400.0,3200.0,4,4,4,0,0
279.110833,0.0,1000.0,3200.0,4,4,0,0,0
279.510833,800.0,1000.0,3200.0,1,1,3,0,0
279.577500,1000.0,1000.0,3200.0,0,0,4,0,0
279.710833,600.0,600.0,3200.0,0,0,3,0,0
279.777500,300.0,300.0,3200.0,0,0,2,0,0
279.977500,100.0,100.0,3200.0,0,0,1,0,0
280.310833,0.0,0.0,3200.0,0,0,0,0,1
281.310833,3600.0,3600.0,3200.0,0,0,12,0,0
281.394167,2700.0,2700.0,3200.0,0,0,9,0,0
281.435833,300.0,300.0,3200.0,0,0,1,0,0
281.470833,0.0,0.0,3200.0,0,0,0,1,1
282.470833,2800.0,2800.0,3200.0,0,0,8,0,0
282.533333,1600.0,1600.0,3200.0,0,0,5,0,0
282.554167,400.0,400.0,3200.0,0,0,1,0,0
282.585833,0.0,0.0,3200.0,0,0,0,1,1
283.530833,400.0,400.0,3200.0,0,0,1,0,0
283.593333,0.0,0.0,3200.0,0,0,0,1,1
284.580833,400.0,400.0,3200.0,0,0,1,0,0
284.643333,0.0,0.0,3200.0,0,0,0,1,1
285.643333,4000.0,4000.0,3200.0,0,0,16,0,0
285.843333,2400.0,3200.0,3200.0,3,3,12,0,0
285.910000,1200.0,2200.0,3200.0,4,4,8,0,0
286.043333,400.0,1400.0,3200.0,4,4,4,0,0
286.443333,0.0,1000.0,3200.0,4,4,0,0,0
286.843333,800.0,1000.0,3200.0,1,1,3,0,0
286.910000,1000.0,1000.0,3200.0,0,0,4,0,0
287.043333,600.0,600.0,3200.0,0,0,3,0,0
287.110000,300.0,300.0,3200.0,0,0,2,0,0
287.310000,100.0,100.0,3200.0,0,0,1,0,0
287.643333,0.0,0.0,3200.0,0,0,0,0,1
288.433333,100.0,100.0,3200.0,0,0,1,0,0
288.683333,0.0,0.0,3200.0,0,0,0,1,1
289.663333,400.0,400.0,3200.0,0,0,1,0,0
289.725833,0.0,0.0,3200.0,0,0,0,1,1
290.605833,200.0,200.0,3200.0,0,0,1,0,0
290.730833,0.0,0.0,3200.0,0,0,0,1,1
291.730833,4000.0,4000.0,3200.0,0,0,16,0,0
291.930833,2400.0,3200.0,3200.0,3,3,12,0,0
291.980833,1400.0,2200.0,3200.0,3,3,5,0,0
291.997500,200.0,1200.0,3200.0,4,4,1,0,0
292.095833,0.0,0.0,3200.0,0,0,0,1,1
293.095833,4000.0,4000.0,3200.0,0,0,16,0,0
293.295833,2400.0,3200.0,3200.0,3,3,12,0,0
293.345833,2000.0,2800.0,3200.0,3,3,8,0,0
293.362500,800.0,1800.0,3200.0,4,4,4,0,0
293.495833,0.0,0.0,3200.0,0,0,0,1,1
294.495833,2800.0,2800.0,3200.0,0,0,8,0,0
294.558333,1600.0,1600.0,3200.0,0,0,5,0,0
294.579167,400.0,400.0,3200.0,0,0,1,0,0
294.583333,0.0,0.0,3200.0,0,0,0,1,1
295.583333,4000.0,4000.0,3200.0,0,0,16,0,0
295.783333,2400.0,3200.0,3200.0,3,3,12,0,0
295.850000,1200.0,2200.0,3200.0,4,4,8,0,0
295.983333,400.0,1400.0,3200.0,4,4,4,0,0
296.383333,0.0,1000.0,3200.0,4,4,0,0,0
296.783333,800.0,1000.0,3200.0,1,1,3,0,0
296.850000,1000.0,1000.0,3200.0,0,0,4,0,0
296.983333,600.0,600.0,3200.0,0,0,3,0,0
297.050000,300.0,300.0,3200.0,0,0,2,0,0
297.250000,100.0,100.0,3200.0,0,0,1,0,0
297.583333,0.0,0.0,3200.0,0,0,0,0,1
298.583333,4000.0,4000.0,3200.0,0,0,16,0,0
298.783333,2400.0,3200.0,3200.0,3,3,12,0,0
298.850000,1200.0,2200.0,3200.0,4,4,8,0,0
298.983333,400.0,1400.0,3200.0,4,4,4,0,0
299.383333,0.0,1000.0,3200.0,4,4,0,0,0
299.783333,700.0,900.0,3200.0,1,1,2,0,0
299.850000,900.0,900.0,3200.0,0,0,3,0,0
299.950000,600.0,600.0,3200.0,0,0,2,0,0
299.975000,400.0,400.0,3200.0,0,0,1,0,0
299.983333,0.0,0.0,3200.0,0,0,0,0,0
