tag,arm,N,seed,k_active,accepted_blocks,mean_interval_s,median_interval_s,p95_interval_s,stale_blocks
primary,E50-PC80,200,11117893399474783980,160,19,522.4638985457593,387.4860351799,1080.4854762602947,0
primary,E50-PC100,200,11117893399474783980,200,22,451.83621495625164,378.73687506064135,864.3883810536198,0
primary,E50-CONV100,200,10081885022360105039,200,22,439.44879587079225,386.3830316097057,760.4016552923179,0
primary,E50-MT100,200,10081885022360105039,200,0,,,,0
primary,E50-PC10,200,10081885022360105039,20,2,4361.388850415758,4361.388850415758,1118.7609637843577,0
primary,E50-PC20,200,10081885022360105039,40,5,1863.817999060728,1668.5395313631034,1922.2515939892644,0
primary,E50-PC30,200,10081885022360105039,60,7,1247.811603362212,1112.3596876005956,2448.440972938142,0
primary,E50-PC40,200,10081885022360105039,80,10,925.7001871247039,897.6977813657625,1836.3307297273313,0
primary,E50-PC50,200,10081885022360105039,100,11,800.0921325389646,768.9006375595523,1469.0645837819743,0
primary,E50-PC60,200,10081885022360105039,120,12,830.820173653435,643.971734903644,1267.3361228294307,0
primary,E50-PC80,200,10081885022360105039,160,18,550.1513073930785,448.8488906923359,1148.8356079432308,0
primary,E50-PC100,200,10081885022360105039,200,22,439.44880651391753,386.383040978303,760.4016736303698,0
primary,E50-CONV100,200,4923552916831257795,200,17,570.4978249440467,377.6392836159085,1386.3539619890482,0
primary,E50-MT100,200,4923552916831257795,200,0,,,,0
primary,E50-PC10,200,4923552916831257795,20,0,,,,0
primary,E50-PC20,200,4923552916831257795,40,1,6222.627937047538,6222.627937047538,6222.627937047538,0
primary,E50-PC30,200,4923552916831257795,60,1,4148.418624796411,4148.418624796411,4148.418624796411,0
primary,E50-PC40,200,4923552916831257795,80,3,2790.3070830196098,3111.3139685126953,3111.3139685126953,0
primary,E50-PC50,200,4923552916831257795,100,5,1832.452068119282,1883.1830175905584,2489.051174847118,0
primary,E50-PC60,200,4923552916831257795,120,8,1218.347574636071,1005.189254076672,2074.2093123849477,0
primary,E50-PC80,200,4923552916831257795,160,15,663.131710533512,472.04911599563724,1555.6569841883145,0
primary,E50-PC100,200,4923552916831257795,200,17,570.4978387628855,377.63929272258673,1386.3539955876531,0
primary,E50-CONV100,200,6572291145813621428,200,7,1350.3202204461516,1196.659507728484,2345.192546182088,0
primary,E50-MT100,200,6572291145813621428,200,0,,,,0
primary,E50-PC10,200,6572291145813621428,20,0,,,,0
primary,E50-PC20,200,6572291145813621428,40,1,7232.118068104468,7232.118068104468,7232.118068104468,0
primary,E50-PC30,200,6572291145813621428,60,1,4821.412045480594,4821.412045480594,4821.412045480594,0
primary,E50-PC40,200,6572291145813621428,80,1,3616.0590340592503,3616.0590340592503,3616.0590340592503,0
primary,E50-PC50,200,6572291145813621428,100,3,3252.6668429384163,2892.8472272769814,2892.8472272769814,0
primary,E50-PC60,200,6572291145813621428,120,5,1970.1298774597772,1058.6276436570704,2410.7060227084435,0
primary,E50-PC80,200,6572291145813621428,160,6,1480.6352435638157,1144.8975767951547,1808.0295169977717,0
primary,E50-PC100,200,6572291145813621428,200,7,1350.3202531675847,1196.65953677397,2345.192602955514,0
primary,E50-CONV100,200,17112478889879003015,200,21,474.60644436361235,343.7124318648502,1240.0546960046224,0
primary,E50-MT100,200,17112478889879003015,200,0,,,,0
primary,E50-PC10,200,17112478889879003015,20,1,5664.718772239951,5664.718772239951,5664.718772239951,0
primary,E50-PC20,200,17112478889879003015,40,2,4908.350749951469,4908.350749951469,2832.3593860943265,0
primary,E50-PC30,200,17112478889879003015,60,3,3286.3082677351067,3314.457136519136,3314.457136519136,0
primary,E50-PC40,200,17112478889879003015,80,3,2464.7312008388853,2485.8428524595133,2485.8428524595133,0
primary,E50-PC50,200,17112478889879003015,100,7,1398.5944800891782,1132.9437544357559,2175.775677924663,0
primary,E50-PC60,200,17112478889879003015,120,8,1096.9160584618853,869.3560051070822,1813.1463982993039,0
primary,E50-PC80,200,17112478889879003015,160,13,768.0376009310215,595.9441611144358,1579.0507887967096,0
primary,E50-PC100,200,17112478889879003015,200,21,474.6064558570618,343.7124402054897,1240.0547260359851,0
primary,E50-CONV100,200,9839921138141735050,200,12,768.8459455726114,611.9848589755261,1872.36465053494,0
primary,E50-MT100,200,9839921138141735050,200,0,,,,0
primary,E50-PC10,200,9839921138141735050,20,3,3207.4921438773854,3578.4108779914513,3578.4108779914513,0
primary,E50-PC20,200,9839921138141735050,40,4,1618.989073021711,1726.9617576172163,1789.205438995356,0
primary,E50-PC30,200,9839921138141735050,60,4,1079.3260486408888,1151.3078383793943,1192.8036259554588,0
primary,E50-PC40,200,9839921138141735050,80,5,1583.7779771469793,894.6027194969384,1247.4064778410493,0
primary,E50-PC50,200,9839921138141735050,100,5,1267.0223816986604,715.6821755780131,997.9251822528329,0
primary,E50-PC60,200,9839921138141735050,120,7,1396.5473358146185,831.6043186022291,3120.607826449705,0
primary,E50-PC80,200,9839921138141735050,160,10,999.0923662789742,764.9810922116002,2340.455869904671,0
primary,E50-PC100,200,9839921138141735050,200,12,768.8459641747454,611.9848737270986,1872.364695844538,0
primary,E50-CONV100,200,76950829605806397,200,18,508.6720293356846,472.4963896744499,1231.2518011533448,0
primary,E50-MT100,200,76950829605806397,200,0,,,,0
primary,E50-PC10,200,76950829605806397,20,0,,,,0
primary,E50-PC20,200,76950829605806397,40,2,4336.984355431344,4336.984355431344,3222.865983500314,0
primary,E50-PC30,200,76950829605806397,60,3,3295.6061924107344,3634.0684849380505,3634.0684849380505,0
primary,E50-PC40,200,76950829605806397,80,6,1591.1470985372755,1409.8451621804331,2725.5513637147133,0
primary,E50-PC50,200,76950829605806397,100,7,1222.9836873488184,966.6058660555896,2180.4410910437673,0
primary,E50-PC60,200,76950829605806397,120,8,1167.0492597576924,939.8967747438476,2052.0863850066953,0
primary,E50-PC80,200,76950829605806397,160,15,624.1010916096415,577.1123364812713,1539.0647887307566,0
primary,E50-PC100,200,76950829605806397,200,18,508.6720416557008,472.49640107081166,1231.2518309760746,0
primary,E50-CONV100,200,4559695916379544378,200,17,582.0951287039918,407.86889088132125,1489.3440045137386,0
primary,E50-MT100,200,4559695916379544378,200,0,,,,0
primary,E50-PC10,200,4559695916379544378,20,0,,,,0
primary,E50-PC20,200,4559695916379544378,40,1,7446.720202958415,7446.720202958415,7446.720202958415,0
primary,E50-PC30,200,4559695916379544378,60,4,2382.905383554533,1940.386346558366,2832.2614376916044,0
primary,E50-PC40,200,4559695916379544378,80,4,1787.1790376409117,1455.2897598532195,2124.1960782512874,0
primary,E50-PC50,200,4559695916379544378,100,7,1288.571770123141,703.6038720332496,2412.6016062799445,0
primary,E50-PC60,200,4559695916379544378,120,8,1075.687771641109,837.5850369860163,2010.5013385570135,0
primary,E50-PC80,200,4559695916379544378,160,11,784.485852367784,816.6251353884383,1507.8760038851358,0
primary,E50-PC100,200,4559695916379544378,200,17,582.0951427993205,407.86890083855764,1489.344040553213,0
primary,E50-CONV100,200,18018684830827566070,200,12,829.9052498051361,807.3759883439428,1569.9181229084093,0
primary,E50-MT100,200,18018684830827566070,200,0,,,,0
primary,E50-PC10,200,18018684830827566070,20,0,,,,0
primary,E50-PC20,200,18018684830827566070,40,2,4967.515647990147,4967.515647990147,2393.7812319424925,0
primary,E50-PC30,200,18018684830827566070,60,2,3311.6770986948595,3311.6770986948595,1595.8541546195588,0
primary,E50-PC40,200,18018684830827566070,80,4,2245.5160740492565,2483.7578240283233,3770.625032032478,0
primary,E50-PC50,200,18018684830827566070,100,4,1796.4128592667043,1987.0062592373254,3016.5000256700264,0
primary,E50-PC60,200,18018684830827566070,120,5,1741.0460357660452,2513.7500214197976,2616.530268248901,0
primary,E50-PC80,200,18018684830827566070,160,8,1154.2566157969463,1103.5859217506807,1962.397701150125,0
primary,E50-PC100,200,18018684830827566070,200,12,829.9052698965239,807.3760078709922,1569.9181609147447,0
primary,E50-CONV100,200,11415035473929976970,200,23,381.26021155961223,182.83351166030386,809.632465383715,0
primary,E50-MT100,200,11415035473929976970,200,0,,,,0
primary,E50-PC10,200,11415035473929976970,20,8,1222.0479617687688,738.5440882635605,1876.1479416639756,0
primary,E50-PC20,200,11415035473929976970,40,13,720.542097714551,436.69275562278716,1926.9305358148329,0
primary,E50-PC30,200,11415035473929976970,60,15,610.8907153093472,291.1285038592658,1284.9050393415955,0
primary,E50-PC40,200,11415035473929976970,80,16,535.238989149936,310.73196629015786,1691.303279071337,0
primary,E50-PC50,200,11415035473929976970,100,16,428.1911913212827,248.5855729800385,1353.0426232814575,0
primary,E50-PC60,200,11415035473929976970,120,17,582.0100856208361,268.745036411725,1349.3874748906476,0
primary,E50-PC80,200,11415035473929976970,160,20,476.66056704322597,222.6117387701747,1012.0406062453775,0
primary,E50-PC100,200,11415035473929976970,200,23,381.2602208026974,182.83351611299682,809.6324849756003,0
primary,E50-CONV100,200,5972818461147421061,200,11,820.6061668758693,473.69917478518767,1761.6233689820585,0
primary,E50-MT100,200,5972818461147421061,200,0,,,,0
primary,E50-PC10,200,5972818461147421061,20,1,4609.639230554299,4609.639230554299,4609.639230554299,0
primary,E50-PC20,200,5972818461147421061,40,3,2892.4259711384166,2304.8196152559067,2304.8196152559067,0
primary,E50-PC30,200,5972818461147421061,60,3,1928.2839807278085,1536.5464101328398,1536.5464101328398,0
primary,E50-PC40,200,5972818461147421061,80,4,2327.2228381913237,2132.1188947002765,3111.827981815085,0
primary,E50-PC50,200,5972818461147421061,100,5,1953.2388811280534,2319.08132328476,2489.4623854710344,0
primary,E50-PC60,200,5972818461147421061,120,7,1349.357157735784,789.4986437205489,2074.551987902035,0
primary,E50-PC80,200,5972818461147421061,160,9,969.7449257857472,592.123982886956,1555.9139909100932,0
primary,E50-PC100,200,5972818461147421061,200,11,820.6061867627346,473.69918625786795,1761.6234116574517,0
primary,E50-CONV100,200,11677511577610847452,200,15,623.4371217768006,622.8566605902276,1325.9508102780537,0
primary,E50-MT100,200,11677511577610847452,200,0,,,,0
primary,E50-PC10,200,11677511577610847452,20,2,4946.373433090962,4946.373433090962,2607.734567798987,0
primary,E50-PC20,200,11677511577610847452,40,2,2473.186716536494,2473.186716536494,1303.867283847542,0
primary,E50-PC30,200,11677511577610847452,60,6,1662.7266586564597,1472.7168874424558,2428.3374327807855,0
primary,E50-PC40,200,11677511577610847452,80,7,1365.9764949263931,1557.1416892358516,2079.5655002896524,0
primary,E50-PC50,200,11677511577610847452,100,10,995.0079981262446,883.630132449227,1780.7148595837662,0
primary,E50-PC60,200,11677511577610847452,120,10,829.1733317554174,736.3584437136537,1483.929049663062,0
primary,E50-PC80,200,11677511577610847452,160,14,695.0758312785479,552.2688327919924,1452.2630214768506,0
primary,E50-PC100,200,11677511577610847452,200,15,623.4371368806843,622.8566756747118,1325.9508424200785,0
primary,E50-CONV100,200,17891702655887131290,200,18,482.0238433580157,298.81294618452915,1020.5270344175152,0
primary,E50-MT100,200,17891702655887131290,200,0,,,,0
primary,E50-PC10,200,17891702655887131290,20,0,,,,0
primary,E50-PC20,200,17891702655887131290,40,3,2361.5222321390415,1003.810557158054,1003.810557158054,0
primary,E50-PC30,200,17891702655887131290,60,5,1794.0441580382285,1149.24784578315,3097.928480110147,0
primary,E50-PC40,200,17891702655887131290,80,6,1394.5045666449005,1250.6488458062713,2323.4463601063676,0
primary,E50-PC50,200,17891702655887131290,100,7,1400.9755740597232,1311.48944575082,2041.0541182309605,0
primary,E50-PC60,200,17891702655887131290,120,8,1224.772463289586,1320.93605577704,1700.878431899812,0
primary,E50-PC80,200,17891702655887131290,160,14,692.6723219518648,568.4327726415165,1275.6588238970467,0
primary,E50-PC100,200,17891702655887131290,200,18,482.0238550243864,298.81295341632296,1020.5270591688056,0
primary,E50-CONV100,300,7695027954463196593,300,11,787.9044849551786,582.7696938701106,1595.3872915705135,0
primary,E50-MT100,300,7695027954463196593,300,0,,,,0
primary,E50-PC10,300,7695027954463196593,30,1,930.5262906322065,930.5262906322065,930.5262906322065,0
primary,E50-PC20,300,7695027954463196593,60,2,3964.0937558367596,3964.0937558367596,465.2631452874713,0
primary,E50-PC30,300,7695027954463196593,90,2,2642.7291705509456,2642.7291705509456,310.175430222322,0
primary,E50-PC40,300,7695027954463196593,120,4,2401.1064248155785,2446.4288232015133,3731.4621831965383,0
primary,E50-PC50,300,7695027954463196593,150,5,1676.078101340944,929.1163706039409,2985.169746562854,0
primary,E50-PC60,300,7695027954463196593,180,6,1462.2454051270327,1282.0386586618854,2487.6414554774046,0
primary,E50-PC80,300,7695027954463196593,240,9,1025.1411461223354,580.6977316136552,1994.234162779114,0
primary,E50-PC100,300,7695027954463196593,300,11,787.9045040446549,582.7697079583784,1595.3873302271727,0
primary,E50-CONV100,300,8525591707662220640,300,15,612.7777301418282,430.3260619666967,1921.6329909691556,0
primary,E50-MT100,300,8525591707662220640,300,0,,,,0
primary,E50-PC10,300,8525591707662220640,30,2,2702.923772793101,2702.923772793101,1558.478837282828,0
primary,E50-PC20,300,8525591707662220640,60,2,1351.461886390859,1351.461886390859,779.2394186171354,0
primary,E50-PC30,300,8525591707662220640,90,5,1802.8116412765698,519.4929458035646,1282.456236098658,0
primary,E50-PC40,300,8525591707662220640,120,7,1380.6588054863275,961.8421770469014,1756.635189576049,0
primary,E50-PC50,300,8525591707662220640,150,8,1164.6456373590754,843.7099884722736,1585.4757881051228,0
primary,E50-PC60,300,8525591707662220640,180,11,855.6093481221476,717.2101206091808,1321.2298234554764,0
primary,E50-PC80,300,8525591707662220640,240,14,708.8245762823522,509.4143395014544,2402.041296885619,0
primary,E50-PC100,300,8525591707662220640,300,15,612.7777449862906,430.3260723962781,1921.6330375502678,0
primary,E50-CONV100,300,12108552042459345255,300,14,654.2332057835894,429.3032988617445,1641.2039298503728,0
primary,E50-MT100,300,12108552042459345255,300,0,,,,0
primary,E50-PC10,300,12108552042459345255,30,0,,,,0
primary,E50-PC20,300,12108552042459345255,60,2,4582.347016714381,4582.347016714381,958.6741854529371,0
primary,E50-PC30,300,12108552042459345255,90,2,3054.89801108627,3054.89801108627,639.1161235670318,0
primary,E50-PC40,300,12108552042459345255,120,4,2329.051443768318,2291.173508336181,4103.009923960183,0
primary,E50-PC50,300,12108552042459345255,150,6,1411.2973024993446,589.1821373380388,3282.407939197197,0
primary,E50-PC60,300,12108552042459345255,180,7,1377.2159841190485,662.4121670960951,2735.3399493390666,0
primary,E50-PC80,300,12108552042459345255,240,12,832.4482283324771,511.08648305672375,2051.504962016404,0
primary,E50-PC100,300,12108552042459345255,300,14,654.2332216227524,429.3033092860545,1641.203969597465,0
primary,E50-CONV100,300,16218162384852915827,300,25,389.85964612345566,243.51887233431648,966.2269493690961,0
primary,E50-MT100,300,16218162384852915827,300,0,,,,0
primary,E50-PC10,300,16218162384852915827,30,3,1456.5534671572461,1704.688505296035,1704.688505296035,0
primary,E50-PC20,300,16218162384852915827,60,5,1508.4162749940547,1159.8655128942246,1220.948951459085,0
primary,E50-PC30,300,16218162384852915827,90,9,1014.845549713676,773.2436752425423,2151.0192368236812,0
primary,E50-PC40,300,16218162384852915827,120,10,753.4011000713133,595.2036160944552,1613.2644275888338,0
primary,E50-PC50,300,16218162384852915827,150,12,742.3602084911379,476.16289288678735,1654.5208891299233,0
primary,E50-PC60,300,16218162384852915827,180,15,648.8570392757265,405.8647970938333,1610.3782879273663,0
primary,E50-PC80,300,16218162384852915827,240,18,546.3789619197826,304.81791781636645,1658.152519435037,0
primary,E50-PC100,300,16218162384852915827,300,25,389.85965555571374,243.51887824980443,966.2269727744397,0
primary,E50-CONV100,300,3678478102310266571,300,18,488.6080905290503,396.6566547097817,1475.7820827938444,0
primary,E50-MT100,300,3678478102310266571,300,0,,,,0
primary,E50-PC10,300,3678478102310266571,30,1,2360.351997179829,2360.351997179829,2360.351997179829,0
primary,E50-PC20,300,3678478102310266571,60,2,4279.543295605882,4279.543295605882,1180.1759986045274,0
primary,E50-PC30,300,3678478102310266571,90,8,1126.5103445360614,493.8402303312263,2047.249854078374,0
primary,E50-PC40,300,3678478102310266571,120,9,1027.931304173823,443.0970897426704,2492.3196702552964,0
primary,E50-PC50,300,3678478102310266571,150,13,737.3243240577548,354.47767176467477,1993.8557361855683,0
primary,E50-PC60,300,3678478102310266571,180,14,623.9101256787379,344.39502969487637,1661.546446824535,0
primary,E50-PC80,300,3678478102310266571,240,17,574.8609919040388,438.2931051590692,1844.7276481566169,0
primary,E50-PC100,300,3678478102310266571,300,18,488.60810236362386,396.65666428966847,1475.7821185345279,0
primary,E50-CONV100,300,876786005621288851,300,27,334.84119067269955,280.73552835180294,830.7579190301512,0
primary,E50-MT100,300,876786005621288851,300,0,,,,0
primary,E50-PC10,300,876786005621288851,30,2,4162.064769096546,4162.064769096546,2809.146299631025,0
primary,E50-PC20,300,876786005621288851,60,4,2292.8626692487715,2504.692953934973,2669.1816167511993,0
primary,E50-PC30,300,876786005621288851,90,6,1517.0930272020858,1669.7953026231671,1838.3277462192111,0
primary,E50-PC40,300,876786005621288851,120,7,1306.8832239749204,1334.5908084103285,1539.3544460495289,0
primary,E50-PC50,300,876786005621288851,150,12,831.9290348373905,857.8830933493314,1231.483556817016,0
primary,E50-PC60,300,876786005621288851,180,14,645.480033644917,558.9640542557381,1026.2362973473253,0
primary,E50-PC80,300,876786005621288851,240,22,412.7373882751391,339.9161558500882,769.6772230263019,0
primary,E50-PC100,300,876786005621288851,300,27,334.84119877755484,280.73553518196877,830.7579391000487,0
primary,E50-CONV100,300,5865549906742908637,300,18,548.5444663800605,341.2757526935078,1391.2883654070838,0
primary,E50-MT100,300,5865549906742908637,300,0,,,,0
primary,E50-PC10,300,5865549906742908637,30,0,,,,0
primary,E50-PC20,300,5865549906742908637,60,5,1896.3540528641554,752.3892724184271,2669.5650698626537,0
primary,E50-PC30,300,5865549906742908637,90,9,1023.0837024161334,501.5928482819077,1779.7100465490496,0
primary,E50-PC40,300,5865549906742908637,120,10,931.3660130110108,591.0184107814182,2407.845138825556,0
primary,E50-PC50,300,5865549906742908637,150,10,745.0928104127737,472.81472864286445,1926.2761110818633,0
primary,E50-PC60,300,5865549906742908637,180,11,832.4178335727166,537.2281236062354,1691.4945477618737,0
primary,E50-PC80,300,5865549906742908637,240,12,717.2131354813035,426.5947011883155,1739.1104988562938,0
primary,E50-PC100,300,5865549906742908637,300,18,548.5444796609881,341.27576096163585,1391.2883990746645,0
primary,E50-CONV100,300,15633523601349685045,300,14,687.3256516270434,347.27078825931386,1608.9235245862599,0
primary,E50-MT100,300,15633523601349685045,300,0,,,,0
primary,E50-PC10,300,15633523601349685045,30,1,4981.9301521228135,4981.9301521228135,4981.9301521228135,0
primary,E50-PC20,300,15633523601349685045,60,2,4923.6635995550005,4923.6635995550005,2490.9650760681625,0
primary,E50-PC30,300,15633523601349685045,90,4,2404.667889992961,1758.2959237733048,1855.9484635095507,0
primary,E50-PC40,300,15633523601349685045,120,5,1509.4976194820667,1245.4825380170025,1391.9613476144386,0
primary,E50-PC50,300,15633523601349685045,150,5,1207.5980955899095,996.3860304474578,1113.5690780921288,0
primary,E50-PC60,300,15633523601349685045,180,6,1642.520589776121,879.1479618928779,2452.1207077358445,0
primary,E50-PC80,300,15633523601349685045,240,9,1097.3856017271646,622.7412690355255,2011.1544544364747,0
primary,E50-PC100,300,15633523601349685045,300,14,687.3256682692169,347.27079664239506,1608.9235635774328,0
primary,E50-CONV100,300,14497997932990664800,300,13,755.9910069120469,590.1902580929552,1370.1099050400833,0
primary,E50-MT100,300,14497997932990664800,300,0,,,,0
primary,E50-PC10,300,14497997932990664800,30,0,,,,0
primary,E50-PC20,300,14497997932990664800,60,2,4684.718995999428,4684.718995999428,2430.3157029833983,0
primary,E50-PC30,300,14497997932990664800,90,4,2104.071411003658,1584.2577275228068,1620.210468615288,0
primary,E50-PC40,300,14497997932990664800,120,5,1947.497815716957,1215.1578514818466,3425.2748455427695,0
primary,E50-PC50,300,14497997932990664800,150,7,1337.0360300204447,972.1262812262516,2740.2198764328,0
primary,E50-PC60,300,14497997932990664800,180,8,1228.4184110096116,841.0019626154544,2283.516563670302,0
primary,E50-PC80,300,14497997932990664800,240,11,879.0779424792125,653.9240181711757,1712.6374227979563,0
primary,E50-PC100,300,14497997932990664800,300,13,755.9910252284016,590.1902723969508,1370.1099381863453,0
primary,E50-CONV100,300,5634683829678867503,300,18,506.7160266116191,297.48656744229106,1296.8739323541784,0
primary,E50-MT100,300,5634683829678867503,300,0,,,,0
primary,E50-PC10,300,5634683829678867503,30,3,3129.9492354502836,2958.5315966268977,2958.5315966268977,0
primary,E50-PC20,300,5634683829678867503,60,4,2410.231549524135,1634.8355465638504,1790.405294798654,0
primary,E50-PC30,300,5634683829678867503,90,9,953.4979504067248,950.1685066831828,1193.603529864805,0
primary,E50-PC40,300,5634683829678867503,120,12,762.525267615097,573.6641244605972,2122.5864193483494,0
primary,E50-PC50,300,5634683829678867503,150,13,762.6146535859776,570.1011040225872,1978.4009379919335,0
primary,E50-PC60,300,5634683829678867503,180,13,635.5122113281126,475.0842533682848,1648.6674483227305,0
primary,E50-PC80,300,5634683829678867503,240,15,624.3954518934053,369.81644958377416,1621.0924547037469,0
primary,E50-PC100,300,5634683829678867503,300,18,506.7160388759609,297.4865746443179,1296.8739637773144,0
primary,E50-CONV100,300,11032126464482234521,300,16,601.497927827927,553.7312568052172,947.5735518413005,0
primary,E50-MT100,300,11032126464482234521,300,0,,,,0
primary,E50-PC10,300,11032126464482234521,30,2,4014.8830941724027,4014.8830941724027,2800.7892630613624,0
primary,E50-PC20,300,11032126464482234521,60,4,2193.298090534609,2007.4415470972685,2614.4884626421876,0
primary,E50-PC30,300,11032126464482234521,90,7,1398.1940157235915,933.5964209880367,2741.6941771958914,0
primary,E50-PC40,300,11032126464482234521,120,9,1049.2841718334575,943.3203722453068,2056.2706328452186,0
primary,E50-PC50,300,11032126464482234521,150,9,839.4273374611245,754.6562978318572,1645.0165063392878,0
primary,E50-PC60,300,11032126464482234521,180,11,888.3429354805087,628.8802482108908,1579.2892913375038,0
primary,E50-PC80,300,11032126464482234521,240,13,719.7220157796652,579.8592958317371,1184.4669684753057,0
primary,E50-PC100,300,11032126464482234521,300,16,601.4979424013654,553.7312702296902,947.5735747535064,0
primary,E50-CONV100,300,5708610443790281403,300,20,458.2226938123613,433.4971905774212,1044.078524882148,0
primary,E50-MT100,300,5708610443790281403,300,0,,,,0
primary,E50-PC10,300,5708610443790281403,30,2,4401.764957540163,4401.764957540163,788.9902145818777,0
primary,E50-PC20,300,5708610443790281403,60,5,1760.2573122231715,2062.2412097172155,2291.254689122604,0
primary,E50-PC30,300,5708610443790281403,90,7,1157.9189863991112,1374.8274731112815,1887.6655422301037,0
primary,E50-PC40,300,5708610443790281403,120,8,1008.4357364865922,1088.3739746993265,1988.4112132424332,0
primary,E50-PC50,300,5708610443790281403,150,11,826.8093828942116,824.8964838948069,1602.907940057032,0
primary,E50-PC60,300,5708610443790281403,180,16,579.4376607399859,400.83155079858835,1335.7566167058555,0
primary,E50-PC80,300,5708610443790281403,240,19,513.0658654555648,515.5603024485526,1091.592566476732,0
primary,E50-PC100,300,5708610443790281403,300,20,458.22270490058736,433.4972010684576,1044.0785501568764,0
primary,E50-CONV100,300,4972874671198070758,300,19,518.0235317242732,468.69347399095625,1234.2282627092343,0
primary,E50-MT100,300,4972874671198070758,300,0,,,,0
primary,E50-PC10,300,4972874671198070758,30,2,3111.6614726648213,3111.6614726648213,1983.744173215758,0
primary,E50-PC20,300,4972874671198070758,60,4,1368.4803628525126,1555.8307363437045,2119.7893860768727,0
primary,E50-PC30,300,4972874671198070758,90,6,1372.343985266276,1037.2204909038505,1562.311617767909,0
primary,E50-PC40,300,4972874671198070758,120,8,1100.1809918827694,1018.6037816557828,1648.5871310523364,0
primary,E50-PC50,300,4972874671198070758,150,8,880.1447935023158,814.883025305953,1318.8697049032644,0
primary,E50-PC60,300,4972874671198070758,180,9,1018.6288873440121,706.5964620309392,2057.0471543195654,0
primary,E50-PC80,300,4972874671198070758,240,13,740.9403042871629,585.8668566952374,1542.7853657606836,0
primary,E50-PC100,300,4972874671198070758,300,19,518.0235442695808,468.6934853296565,1234.2282925851534,0
primary,E50-CONV100,300,15110839482730944980,300,6,1463.8905412930953,980.6203455609168,2137.1676808090847,0
primary,E50-MT100,300,15110839482730944980,300,0,,,,0
primary,E50-PC10,300,15110839482730944980,30,1,8475.712086315263,8475.712086315263,8475.712086315263,0
primary,E50-PC20,300,15110839482730944980,60,2,2913.3539049023334,2913.3539049023334,1588.8517666482867,0
primary,E50-PC30,300,15110839482730944980,90,3,2532.2345466101638,2825.2373621156244,2825.2373621156244,0
primary,E50-PC40,300,15110839482730944980,120,3,1899.1759099424282,2118.928021545096,2118.928021545096,0
primary,E50-PC50,300,15110839482730944980,150,3,1519.3407279574194,1695.142417244308,1695.142417244308,0
primary,E50-PC60,300,15110839482730944980,180,3,1266.117273305492,1412.6186810528056,1412.6186810528056,0
primary,E50-PC80,300,15110839482730944980,240,4,1925.4227995468955,1225.7754616585685,1392.0869125190043,0
primary,E50-PC100,300,15110839482730944980,300,6,1463.8905767351612,980.6203692989204,2137.1677325653986,0
primary,E50-CONV100,300,8623653743411919337,300,15,598.6217735863878,260.23946232730293,1655.639818300001,0
primary,E50-MT100,300,8623653743411919337,300,0,,,,0
primary,E50-PC10,300,8623653743411919337,30,4,2001.079326756595,2173.881295004497,2179.6192317577716,0
primary,E50-PC20,300,8623653743411919337,60,6,1204.6469642984619,1195.5034795029314,1558.1153642832946,0
primary,E50-PC30,300,8623653743411919337,90,6,803.0979762021966,797.002319672642,1038.7435761830359,0
primary,E50-PC40,300,8623653743411919337,120,8,1118.0624615034121,597.7517397565965,962.2628945719808,0
primary,E50-PC50,300,8623653743411919337,150,8,894.4499692073853,478.2013918412966,769.8103156349897,0
primary,E50-PC60,300,8623653743411919337,180,12,735.7702023349306,378.43048751780805,2438.0863973650717,0
primary,E50-PC80,300,8623653743411919337,240,13,668.5755110938898,295.1933272847556,2069.5498229815626,0
primary,E50-PC100,300,8623653743411919337,300,15,598.621788077141,260.23946862897856,1655.6398583846353,0
primary,E50-CONV100,300,1326031443968983885,300,26,382.37927758420005,276.4537214024767,693.2706945168223,0
primary,E50-MT100,300,1326031443968983885,300,0,,,,0
primary,E50-PC10,300,1326031443968983885,30,3,3320.83188510466,3011.644656325108,3011.644656325108,0
primary,E50-PC20,300,1326031443968983885,60,6,1180.5392400854807,1037.728237668743,1505.8223281663595,0
primary,E50-PC30,300,1326031443968983885,90,6,787.0261600467095,691.8188250967642,1003.8815520913074,0
primary,E50-PC40,300,1326031443968983885,120,6,590.26962003703,518.8641188333038,752.9111640601999,0
primary,E50-PC50,300,1326031443968983885,150,10,956.505041396065,415.09129509859144,1386.541422621298,0
primary,E50-PC60,300,1326031443968983885,180,13,734.0262731123505,398.44201136539175,1155.45118549054,0
primary,E50-PC80,300,1326031443968983885,240,20,496.97736946771914,345.5671601400499,866.5883891658461,0
primary,E50-PC100,300,1326031443968983885,300,26,382.3792868407962,276.4537280809644,693.2707113119257,0
primary,E50-CONV100,300,8177548632312565564,300,18,549.0433809829439,277.0691908722208,1612.6023351846845,0
primary,E50-MT100,300,8177548632312565564,300,0,,,,0
primary,E50-PC10,300,8177548632312565564,30,1,9392.854373792903,9392.854373792903,9392.854373792903,0
primary,E50-PC20,300,8177548632312565564,60,3,1881.8607088000115,741.9066261030042,741.9066261030042,0
primary,E50-PC30,300,8177548632312565564,90,4,2284.7656662623463,1812.7779376392425,3130.951457905689,0
primary,E50-PC40,300,8177548632312565564,120,6,1648.2547401536779,1517.615721084264,2348.2135934446205,0
primary,E50-PC50,300,8177548632312565564,150,9,1079.8823175859616,1199.2406872764739,1878.5708747902527,0
