tag,arm,N,seed,k_active,C_total,U_exact,R_exact,rho_exact
primary,E50-PC20,400,12108552042459345255,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,12108552042459345255,120,280799980124832606499,280799980124832606499,0,0.0
primary,E50-PC40,400,12108552042459345255,160,374399973499776808788,374399973499776808788,0,0.0
primary,E50-PC50,400,12108552042459345255,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,12108552042459345255,240,561599960249665213727,561599960249665213727,0,0.0
primary,E50-PC80,400,12108552042459345255,320,748799946999553618792,748799946999553618792,0,0.0
primary,E50-PC100,400,12108552042459345255,400,935999933749442023488,935999933749442023488,0,0.0
primary,E50-CONV100,400,16218162384852915827,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,16218162384852915827,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,16218162384852915827,40,93599993374944202197,93599993374944202197,0,0.0
primary,E50-PC20,400,16218162384852915827,80,187199986749888404515,187199986749888404515,0,0.0
primary,E50-PC30,400,16218162384852915827,120,280799980124832606956,280799980124832606956,0,0.0
primary,E50-PC40,400,16218162384852915827,160,374399973499776809275,374399973499776809275,0,0.0
primary,E50-PC50,400,16218162384852915827,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,16218162384852915827,240,561599960249665214092,561599960249665214092,0,0.0
primary,E50-PC80,400,16218162384852915827,320,748799946999553619277,748799946999553619277,0,0.0
primary,E50-PC100,400,16218162384852915827,400,935999933749442025312,935999933749442025312,0,0.0
primary,E50-CONV100,400,3678478102310266571,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,3678478102310266571,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,3678478102310266571,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,3678478102310266571,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,3678478102310266571,120,280799980124832606954,280799980124832606954,0,0.0
primary,E50-PC40,400,3678478102310266571,160,374399973499776809397,374399973499776809397,0,0.0
primary,E50-PC50,400,3678478102310266571,200,467999966874721012048,467999966874721012048,0,0.0
primary,E50-PC60,400,3678478102310266571,240,561599960249665214641,561599960249665214641,0,0.0
primary,E50-PC80,400,3678478102310266571,320,748799946999553619764,748799946999553619764,0,0.0
primary,E50-PC100,400,3678478102310266571,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,876786005621288851,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,876786005621288851,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,876786005621288851,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,876786005621288851,80,187199986749888404391,187199986749888404391,0,0.0
primary,E50-PC30,400,876786005621288851,120,280799980124832606682,280799980124832606682,0,0.0
primary,E50-PC40,400,876786005621288851,160,374399973499776808908,374399973499776808908,0,0.0
primary,E50-PC50,400,876786005621288851,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,876786005621288851,240,561599960249665214094,561599960249665214094,0,0.0
primary,E50-PC80,400,876786005621288851,320,748799946999553620005,748799946999553620005,0,0.0
primary,E50-PC100,400,876786005621288851,400,935999933749442025616,935999933749442025616,0,0.0
primary,E50-CONV100,400,5865549906742908637,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,5865549906742908637,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,5865549906742908637,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,5865549906742908637,80,187199986749888404455,187199986749888404455,0,0.0
primary,E50-PC30,400,5865549906742908637,120,280799980124832606775,280799980124832606775,0,0.0
primary,E50-PC40,400,5865549906742908637,160,374399973499776809030,374399973499776809030,0,0.0
primary,E50-PC50,400,5865549906742908637,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,5865549906742908637,240,561599960249665213730,561599960249665213730,0,0.0
primary,E50-PC80,400,5865549906742908637,320,748799946999553618552,748799946999553618552,0,0.0
primary,E50-PC100,400,5865549906742908637,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,400,15633523601349685045,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,15633523601349685045,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,15633523601349685045,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,15633523601349685045,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,15633523601349685045,120,280799980124832606681,280799980124832606681,0,0.0
primary,E50-PC40,400,15633523601349685045,160,374399973499776808908,374399973499776808908,0,0.0
primary,E50-PC50,400,15633523601349685045,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,15633523601349685045,240,561599960249665213730,561599960249665213730,0,0.0
primary,E50-PC80,400,15633523601349685045,320,748799946999553618791,748799946999553618791,0,0.0
primary,E50-PC100,400,15633523601349685045,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,14497997932990664800,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,14497997932990664800,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,14497997932990664800,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,14497997932990664800,80,187199986749888404333,187199986749888404333,0,0.0
primary,E50-PC30,400,14497997932990664800,120,280799980124832606681,280799980124832606681,0,0.0
primary,E50-PC40,400,14497997932990664800,160,374399973499776808909,374399973499776808909,0,0.0
primary,E50-PC50,400,14497997932990664800,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,14497997932990664800,240,561599960249665213550,561599960249665213550,0,0.0
primary,E50-PC80,400,14497997932990664800,320,748799946999553618548,748799946999553618548,0,0.0
primary,E50-PC100,400,14497997932990664800,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,5634683829678867503,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,5634683829678867503,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,5634683829678867503,40,93599993374944202197,93599993374944202197,0,0.0
primary,E50-PC20,400,5634683829678867503,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,5634683829678867503,120,280799980124832606865,280799980124832606865,0,0.0
primary,E50-PC40,400,5634683829678867503,160,374399973499776809393,374399973499776809393,0,0.0
primary,E50-PC50,400,5634683829678867503,200,467999966874721011744,467999966874721011744,0,0.0
primary,E50-PC60,400,5634683829678867503,240,561599960249665214092,561599960249665214092,0,0.0
primary,E50-PC80,400,5634683829678867503,320,748799946999553618791,748799946999553618791,0,0.0
primary,E50-PC100,400,5634683829678867503,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,400,11032126464482234521,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,11032126464482234521,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,11032126464482234521,40,93599993374944202196,93599993374944202196,0,0.0
primary,E50-PC20,400,11032126464482234521,80,187199986749888404454,187199986749888404454,0,0.0
primary,E50-PC30,400,11032126464482234521,120,280799980124832606864,280799980124832606864,0,0.0
primary,E50-PC40,400,11032126464482234521,160,374399973499776809273,374399973499776809273,0,0.0
primary,E50-PC50,400,11032126464482234521,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,11032126464482234521,240,561599960249665214095,561599960249665214095,0,0.0
primary,E50-PC80,400,11032126464482234521,320,748799946999553619034,748799946999553619034,0,0.0
primary,E50-PC100,400,11032126464482234521,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,5708610443790281403,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,5708610443790281403,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,5708610443790281403,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,5708610443790281403,80,187199986749888404454,187199986749888404454,0,0.0
primary,E50-PC30,400,5708610443790281403,120,280799980124832606683,280799980124832606683,0,0.0
primary,E50-PC40,400,5708610443790281403,160,374399973499776808910,374399973499776808910,0,0.0
primary,E50-PC50,400,5708610443790281403,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,5708610443790281403,240,561599960249665214277,561599960249665214277,0,0.0
primary,E50-PC80,400,5708610443790281403,320,748799946999553619278,748799946999553619278,0,0.0
primary,E50-PC100,400,5708610443790281403,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,4972874671198070758,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,4972874671198070758,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,4972874671198070758,40,93599993374944202196,93599993374944202196,0,0.0
primary,E50-PC20,400,4972874671198070758,80,187199986749888404514,187199986749888404514,0,0.0
primary,E50-PC30,400,4972874671198070758,120,280799980124832606683,280799980124832606683,0,0.0
primary,E50-PC40,400,4972874671198070758,160,374399973499776809151,374399973499776809151,0,0.0
primary,E50-PC50,400,4972874671198070758,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,4972874671198070758,240,561599960249665213544,561599960249665213544,0,0.0
primary,E50-PC80,400,4972874671198070758,320,748799946999553618547,748799946999553618547,0,0.0
primary,E50-PC100,400,4972874671198070758,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,15110839482730944980,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,15110839482730944980,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,15110839482730944980,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,15110839482730944980,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,15110839482730944980,120,280799980124832606681,280799980124832606681,0,0.0
primary,E50-PC40,400,15110839482730944980,160,374399973499776808909,374399973499776808909,0,0.0
primary,E50-PC50,400,15110839482730944980,200,467999966874721010832,467999966874721010832,0,0.0
primary,E50-PC60,400,15110839482730944980,240,561599960249665213180,561599960249665213180,0,0.0
primary,E50-PC80,400,15110839482730944980,320,748799946999553617819,748799946999553617819,0,0.0
primary,E50-PC100,400,15110839482730944980,400,935999933749442022272,935999933749442022272,0,0.0
primary,E50-CONV100,400,8623653743411919337,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,8623653743411919337,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,8623653743411919337,40,93599993374944202227,93599993374944202227,0,0.0
primary,E50-PC20,400,8623653743411919337,80,187199986749888404516,187199986749888404516,0,0.0
primary,E50-PC30,400,8623653743411919337,120,280799980124832606773,280799980124832606773,0,0.0
primary,E50-PC40,400,8623653743411919337,160,374399973499776809273,374399973499776809273,0,0.0
primary,E50-PC50,400,8623653743411919337,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,8623653743411919337,240,561599960249665214094,561599960249665214094,0,0.0
primary,E50-PC80,400,8623653743411919337,320,748799946999553618792,748799946999553618792,0,0.0
primary,E50-PC100,400,8623653743411919337,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,1326031443968983885,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,1326031443968983885,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,1326031443968983885,40,93599993374944202196,93599993374944202196,0,0.0
primary,E50-PC20,400,1326031443968983885,80,187199986749888404455,187199986749888404455,0,0.0
primary,E50-PC30,400,1326031443968983885,120,280799980124832606773,280799980124832606773,0,0.0
primary,E50-PC40,400,1326031443968983885,160,374399973499776809031,374399973499776809031,0,0.0
primary,E50-PC50,400,1326031443968983885,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,1326031443968983885,240,561599960249665213729,561599960249665213729,0,0.0
primary,E50-PC80,400,1326031443968983885,320,748799946999553619282,748799946999553619282,0,0.0
primary,E50-PC100,400,1326031443968983885,400,935999933749442025616,935999933749442025616,0,0.0
primary,E50-CONV100,400,8177548632312565564,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,8177548632312565564,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,8177548632312565564,40,93599993374944202166,93599993374944202166,0,0.0
primary,E50-PC20,400,8177548632312565564,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,8177548632312565564,120,280799980124832606590,280799980124832606590,0,0.0
primary,E50-PC40,400,8177548632312565564,160,374399973499776809031,374399973499776809031,0,0.0
primary,E50-PC50,400,8177548632312565564,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,8177548632312565564,240,561599960249665213726,561599960249665213726,0,0.0
primary,E50-PC80,400,8177548632312565564,320,748799946999553619034,748799946999553619034,0,0.0
primary,E50-PC100,400,8177548632312565564,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,400,11117893399474783980,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,11117893399474783980,400,936000000000000000000,2340000007090571756,933659999992909428244,0.9974999999924246
primary,E50-PC10,400,11117893399474783980,40,93599993374944202258,93599993374944202258,0,0.0
primary,E50-PC20,400,11117893399474783980,80,187199986749888404577,187199986749888404577,0,0.0
primary,E50-PC30,400,11117893399474783980,120,280799980124832606954,280799980124832606954,0,0.0
primary,E50-PC40,400,11117893399474783980,160,374399973499776809277,374399973499776809277,0,0.0
primary,E50-PC50,400,11117893399474783980,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,11117893399474783980,240,561599960249665214092,561599960249665214092,0,0.0
primary,E50-PC80,400,11117893399474783980,320,748799946999553619277,748799946999553619277,0,0.0
primary,E50-PC100,400,11117893399474783980,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,400,10081885022360105039,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,10081885022360105039,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,10081885022360105039,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,10081885022360105039,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,10081885022360105039,120,280799980124832606680,280799980124832606680,0,0.0
primary,E50-PC40,400,10081885022360105039,160,374399973499776809153,374399973499776809153,0,0.0
primary,E50-PC50,400,10081885022360105039,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,10081885022360105039,240,561599960249665213727,561599960249665213727,0,0.0
primary,E50-PC80,400,10081885022360105039,320,748799946999553619520,748799946999553619520,0,0.0
primary,E50-PC100,400,10081885022360105039,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,400,4923552916831257795,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,4923552916831257795,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,4923552916831257795,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,4923552916831257795,80,187199986749888404333,187199986749888404333,0,0.0
primary,E50-PC30,400,4923552916831257795,120,280799980124832606499,280799980124832606499,0,0.0
primary,E50-PC40,400,4923552916831257795,160,374399973499776808788,374399973499776808788,0,0.0
primary,E50-PC50,400,4923552916831257795,200,467999966874721011136,467999966874721011136,0,0.0
primary,E50-PC60,400,4923552916831257795,240,561599960249665213729,561599960249665213729,0,0.0
primary,E50-PC80,400,4923552916831257795,320,748799946999553618790,748799946999553618790,0,0.0
primary,E50-PC100,400,4923552916831257795,400,935999933749442024096,935999933749442024096,0,0.0
primary,E50-CONV100,400,6572291145813621428,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,6572291145813621428,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,6572291145813621428,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,6572291145813621428,80,187199986749888404333,187199986749888404333,0,0.0
primary,E50-PC30,400,6572291145813621428,120,280799980124832606500,280799980124832606500,0,0.0
primary,E50-PC40,400,6572291145813621428,160,374399973499776808666,374399973499776808666,0,0.0
primary,E50-PC50,400,6572291145813621428,200,467999966874721010984,467999966874721010984,0,0.0
primary,E50-PC60,400,6572291145813621428,240,561599960249665213365,561599960249665213365,0,0.0
primary,E50-PC80,400,6572291145813621428,320,748799946999553618062,748799946999553618062,0,0.0
primary,E50-PC100,400,6572291145813621428,400,935999933749442022272,935999933749442022272,0,0.0
primary,E50-CONV100,400,17112478889879003015,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,17112478889879003015,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,17112478889879003015,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,17112478889879003015,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,17112478889879003015,120,280799980124832606591,280799980124832606591,0,0.0
primary,E50-PC40,400,17112478889879003015,160,374399973499776808788,374399973499776808788,0,0.0
primary,E50-PC50,400,17112478889879003015,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,17112478889879003015,240,561599960249665213726,561599960249665213726,0,0.0
primary,E50-PC80,400,17112478889879003015,320,748799946999553618788,748799946999553618788,0,0.0
primary,E50-PC100,400,17112478889879003015,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,9839921138141735050,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,9839921138141735050,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,9839921138141735050,40,93599993374944202227,93599993374944202227,0,0.0
primary,E50-PC20,400,9839921138141735050,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,9839921138141735050,120,280799980124832606683,280799980124832606683,0,0.0
primary,E50-PC40,400,9839921138141735050,160,374399973499776808909,374399973499776808909,0,0.0
primary,E50-PC50,400,9839921138141735050,200,467999966874721011136,467999966874721011136,0,0.0
primary,E50-PC60,400,9839921138141735050,240,561599960249665213545,561599960249665213545,0,0.0
primary,E50-PC80,400,9839921138141735050,320,748799946999553618547,748799946999553618547,0,0.0
primary,E50-PC100,400,9839921138141735050,400,935999933749442023488,935999933749442023488,0,0.0
primary,E50-CONV100,400,76950829605806397,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,76950829605806397,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,76950829605806397,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,76950829605806397,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,76950829605806397,120,280799980124832606682,280799980124832606682,0,0.0
primary,E50-PC40,400,76950829605806397,160,374399973499776809032,374399973499776809032,0,0.0
primary,E50-PC50,400,76950829605806397,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,76950829605806397,240,561599960249665213547,561599960249665213547,0,0.0
primary,E50-PC80,400,76950829605806397,320,748799946999553618788,748799946999553618788,0,0.0
primary,E50-PC100,400,76950829605806397,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,4559695916379544378,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,4559695916379544378,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,4559695916379544378,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,4559695916379544378,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,4559695916379544378,120,280799980124832606590,280799980124832606590,0,0.0
primary,E50-PC40,400,4559695916379544378,160,374399973499776808908,374399973499776808908,0,0.0
primary,E50-PC50,400,4559695916379544378,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,4559695916379544378,240,561599960249665213730,561599960249665213730,0,0.0
primary,E50-PC80,400,4559695916379544378,320,748799946999553618791,748799946999553618791,0,0.0
primary,E50-PC100,400,4559695916379544378,400,935999933749442023488,935999933749442023488,0,0.0
primary,E50-CONV100,400,18018684830827566070,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,18018684830827566070,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,18018684830827566070,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,18018684830827566070,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,18018684830827566070,120,280799980124832606592,280799980124832606592,0,0.0
primary,E50-PC40,400,18018684830827566070,160,374399973499776808908,374399973499776808908,0,0.0
primary,E50-PC50,400,18018684830827566070,200,467999966874721011136,467999966874721011136,0,0.0
primary,E50-PC60,400,18018684830827566070,240,561599960249665213546,561599960249665213546,0,0.0
primary,E50-PC80,400,18018684830827566070,320,748799946999553618305,748799946999553618305,0,0.0
primary,E50-PC100,400,18018684830827566070,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,11415035473929976970,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,11415035473929976970,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,11415035473929976970,40,93599993374944202256,93599993374944202256,0,0.0
primary,E50-PC20,400,11415035473929976970,80,187199986749888404758,187199986749888404758,0,0.0
primary,E50-PC30,400,11415035473929976970,120,280799980124832607322,280799980124832607322,0,0.0
primary,E50-PC40,400,11415035473929976970,160,374399973499776809879,374399973499776809879,0,0.0
primary,E50-PC50,400,11415035473929976970,200,467999966874721012200,467999966874721012200,0,0.0
primary,E50-PC60,400,11415035473929976970,240,561599960249665214637,561599960249665214637,0,0.0
primary,E50-PC80,400,11415035473929976970,320,748799946999553620249,748799946999553620249,0,0.0
primary,E50-PC100,400,11415035473929976970,400,935999933749442025616,935999933749442025616,0,0.0
primary,E50-CONV100,400,5972818461147421061,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,5972818461147421061,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,5972818461147421061,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,5972818461147421061,80,187199986749888404393,187199986749888404393,0,0.0
primary,E50-PC30,400,5972818461147421061,120,280799980124832606681,280799980124832606681,0,0.0
primary,E50-PC40,400,5972818461147421061,160,374399973499776808908,374399973499776808908,0,0.0
primary,E50-PC50,400,5972818461147421061,200,467999966874721011288,467999966874721011288,0,0.0
primary,E50-PC60,400,5972818461147421061,240,561599960249665213729,561599960249665213729,0,0.0
primary,E50-PC80,400,5972818461147421061,320,748799946999553618303,748799946999553618303,0,0.0
primary,E50-PC100,400,5972818461147421061,400,935999933749442023488,935999933749442023488,0,0.0
primary,E50-CONV100,400,11677511577610847452,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,11677511577610847452,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,11677511577610847452,40,93599993374944202196,93599993374944202196,0,0.0
primary,E50-PC20,400,11677511577610847452,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,11677511577610847452,120,280799980124832606863,280799980124832606863,0,0.0
primary,E50-PC40,400,11677511577610847452,160,374399973499776809152,374399973499776809152,0,0.0
primary,E50-PC50,400,11677511577610847452,200,467999966874721011592,467999966874721011592,0,0.0
primary,E50-PC60,400,11677511577610847452,240,561599960249665213909,561599960249665213909,0,0.0
primary,E50-PC80,400,11677511577610847452,320,748799946999553619034,748799946999553619034,0,0.0
primary,E50-PC100,400,11677511577610847452,400,935999933749442024400,935999933749442024400,0,0.0
primary,E50-CONV100,400,17891702655887131290,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,17891702655887131290,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,17891702655887131290,40,93599993374944202167,93599993374944202167,0,0.0
primary,E50-PC20,400,17891702655887131290,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,17891702655887131290,120,280799980124832606681,280799980124832606681,0,0.0
primary,E50-PC40,400,17891702655887131290,160,374399973499776809028,374399973499776809028,0,0.0
primary,E50-PC50,400,17891702655887131290,200,467999966874721011136,467999966874721011136,0,0.0
primary,E50-PC60,400,17891702655887131290,240,561599960249665213544,561599960249665213544,0,0.0
primary,E50-PC80,400,17891702655887131290,320,748799946999553619274,748799946999553619274,0,0.0
primary,E50-PC100,400,17891702655887131290,400,935999933749442024704,935999933749442024704,0,0.0
primary,E50-CONV100,500,7695027954463196593,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,7695027954463196593,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,7695027954463196593,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,7695027954463196593,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,7695027954463196593,150,350999983328395383798,350999983328395383798,0,0.0
primary,E50-PC40,500,7695027954463196593,200,467999977771193845064,467999977771193845064,0,0.0
primary,E50-PC50,500,7695027954463196593,250,584999972213992306332,584999972213992306332,0,0.0
primary,E50-PC60,500,7695027954463196593,300,701999966656790767721,701999966656790767721,0,0.0
primary,E50-PC80,500,7695027954463196593,400,935999955542387690620,935999955542387690620,0,0.0
primary,E50-PC100,500,7695027954463196593,500,1169999944427984613480,1169999944427984613480,0,0.0
primary,E50-CONV100,500,8525591707662220640,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,8525591707662220640,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,8525591707662220640,50,116999994442798461246,116999994442798461246,0,0.0
primary,E50-PC20,500,8525591707662220640,100,233999988885596922492,233999988885596922492,0,0.0
primary,E50-PC30,500,8525591707662220640,150,350999983328395383859,350999983328395383859,0,0.0
primary,E50-PC40,500,8525591707662220640,200,467999977771193845228,467999977771193845228,0,0.0
primary,E50-PC50,500,8525591707662220640,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,8525591707662220640,300,701999966656790768087,701999966656790768087,0,0.0
primary,E50-PC80,500,8525591707662220640,400,935999955542387690947,935999955542387690947,0,0.0
primary,E50-PC100,500,8525591707662220640,500,1169999944427984613888,1169999944427984613888,0,0.0
primary,E50-CONV100,500,12108552042459345255,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,12108552042459345255,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
primary,E50-PC10,500,12108552042459345255,50,116999994442798461225,116999994442798461225,0,0.0
primary,E50-PC20,500,12108552042459345255,100,233999988885596922532,233999988885596922532,0,0.0
primary,E50-PC30,500,12108552042459345255,150,350999983328395383798,350999983328395383798,0,0.0
primary,E50-PC40,500,12108552042459345255,200,467999977771193845146,467999977771193845146,0,0.0
primary,E50-PC50,500,12108552042459345255,250,584999972213992306536,584999972213992306536,0,0.0
primary,E50-PC60,500,12108552042459345255,300,701999966656790767843,701999966656790767843,0,0.0
primary,E50-PC80,500,12108552042459345255,400,935999955542387690945,935999955542387690945,0,0.0
primary,E50-PC100,500,12108552042459345255,500,1169999944427984613684,1169999944427984613684,0,0.0
primary,E50-CONV100,500,16218162384852915827,500,1170000000000000000000,1170000000000000000000,0,0.0
primary,E50-MT100,500,16218162384852915827,500,1170000000000000000000,2340000003650486272,1167659999996349513728,0.9979999999968799
