tag,arm,N,seed,k_active,epochs_completed,exhaustions,unique_per_epoch,epoch_seconds
primary,E50-PC50,300,4923552916831257795,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,4923552916831257795,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,4923552916831257795,240,163447107879,39227305890960,3435973836.9733253,6.118187179795806e-08
primary,E50-PC100,300,4923552916831257795,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,300,6572291145813621428,300,163447110900,163447110900,4294967320.832588,6.11818706671309e-08
primary,E50-MT100,300,6572291145813621428,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,6572291145813621428,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,6572291145813621428,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,6572291145813621428,90,163447107887,14710239709830,1288490188.8019311,6.11818717949635e-08
primary,E50-PC40,300,6572291145813621428,120,163447107887,19613652946440,1717986918.4025748,6.11818717949635e-08
primary,E50-PC50,300,6572291145813621428,150,163447107885,24517066182750,2147483648.0294957,6.118187179571214e-08
primary,E50-PC60,300,6572291145813621428,180,163447107883,29420479418940,2576980377.666928,6.118187179646079e-08
primary,E50-PC80,300,6572291145813621428,240,163447107882,39227305891680,3435973836.9102592,6.11818717968351e-08
primary,E50-PC100,300,6572291145813621428,300,163447107883,49034132364900,4294967296.1115465,6.118187179646079e-08
primary,E50-CONV100,300,17112478889879003015,300,163447109100,163447109100,4294967368.131933,6.118187134091073e-08
primary,E50-MT100,300,17112478889879003015,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,17112478889879003015,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,17112478889879003015,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,17112478889879003015,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,17112478889879003015,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,17112478889879003015,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,17112478889879003015,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,17112478889879003015,240,163447107880,39227305891200,3435973836.952303,6.118187179758374e-08
primary,E50-PC100,300,17112478889879003015,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,9839921138141735050,300,163447110000,163447110000,4294967344.482261,6.11818710040208e-08
primary,E50-MT100,300,9839921138141735050,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,9839921138141735050,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,9839921138141735050,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,9839921138141735050,90,163447107884,14710239709560,1288490188.8255808,6.118187179608646e-08
primary,E50-PC40,300,9839921138141735050,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,9839921138141735050,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,9839921138141735050,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,9839921138141735050,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,9839921138141735050,300,163447107880,49034132364000,4294967296.190379,6.118187179758374e-08
primary,E50-CONV100,300,76950829605806397,300,163447108800,163447108800,4294967376.015158,6.118187145320738e-08
primary,E50-MT100,300,76950829605806397,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,76950829605806397,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,76950829605806397,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,76950829605806397,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,76950829605806397,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,76950829605806397,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,76950829605806397,180,163447107883,29420479418940,2576980377.666928,6.118187179646079e-08
primary,E50-PC80,300,76950829605806397,240,163447107878,39227305890720,3435973836.994347,6.118187179833238e-08
primary,E50-PC100,300,76950829605806397,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,4559695916379544378,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,4559695916379544378,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,4559695916379544378,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,4559695916379544378,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,4559695916379544378,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,4559695916379544378,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,4559695916379544378,150,163447107885,24517066182750,2147483648.0294957,6.118187179571214e-08
primary,E50-PC60,300,4559695916379544378,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,4559695916379544378,240,163447107883,39227305891920,3435973836.8892374,6.118187179646079e-08
primary,E50-PC100,300,4559695916379544378,300,163447107878,49034132363400,4294967296.242934,6.118187179833238e-08
primary,E50-CONV100,300,18018684830827566070,300,163447110000,163447110000,4294967344.482261,6.11818710040208e-08
primary,E50-MT100,300,18018684830827566070,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,18018684830827566070,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,18018684830827566070,60,163447107887,9806826473220,858993459.2012874,6.11818717949635e-08
primary,E50-PC30,300,18018684830827566070,90,163447107886,14710239709740,1288490188.8098145,6.118187179533782e-08
primary,E50-PC40,300,18018684830827566070,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,18018684830827566070,150,163447107885,24517066182750,2147483648.0294957,6.118187179571214e-08
primary,E50-PC60,300,18018684830827566070,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,18018684830827566070,240,163447107883,39227305891920,3435973836.8892374,6.118187179646079e-08
primary,E50-PC100,300,18018684830827566070,300,163447107881,49034132364300,4294967296.164102,6.118187179720942e-08
primary,E50-CONV100,300,11415035473929976970,300,163447108200,163447108200,4294967391.781607,6.118187167780065e-08
primary,E50-MT100,300,11415035473929976970,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,11415035473929976970,30,163447107882,4903413236460,429496729.6137824,6.11818717968351e-08
primary,E50-PC20,300,11415035473929976970,60,163447107881,9806826472860,858993459.2328203,6.118187179720942e-08
primary,E50-PC30,300,11415035473929976970,90,163447107879,14710239709110,1288490188.864997,6.118187179795806e-08
primary,E50-PC40,300,11415035473929976970,120,163447107879,19613652945480,1717986918.4866626,6.118187179795806e-08
primary,E50-PC50,300,11415035473929976970,150,163447107878,24517066181700,2147483648.121467,6.118187179833238e-08
primary,E50-PC60,300,11415035473929976970,180,163447107877,29420479417860,2576980377.7615266,6.118187179870671e-08
primary,E50-PC80,300,11415035473929976970,240,163447107876,39227305890240,3435973837.036391,6.118187179908103e-08
primary,E50-PC100,300,11415035473929976970,300,163447107874,49034132362200,4294967296.348043,6.118187179982967e-08
primary,E50-CONV100,300,5972818461147421061,300,163447110000,163447110000,4294967344.482261,6.11818710040208e-08
primary,E50-MT100,300,5972818461147421061,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,5972818461147421061,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,5972818461147421061,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,5972818461147421061,90,163447107886,14710239709740,1288490188.8098145,6.118187179533782e-08
primary,E50-PC40,300,5972818461147421061,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,5972818461147421061,150,163447107885,24517066182750,2147483648.0294957,6.118187179571214e-08
primary,E50-PC60,300,5972818461147421061,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,5972818461147421061,240,163447107883,39227305891920,3435973836.8892374,6.118187179646079e-08
primary,E50-PC100,300,5972818461147421061,300,163447107880,49034132364000,4294967296.190379,6.118187179758374e-08
primary,E50-CONV100,300,11677511577610847452,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,11677511577610847452,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,11677511577610847452,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,11677511577610847452,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,11677511577610847452,90,163447107883,14710239709470,1288490188.833464,6.118187179646079e-08
primary,E50-PC40,300,11677511577610847452,120,163447107882,19613652945840,1717986918.4551296,6.11818717968351e-08
primary,E50-PC50,300,11677511577610847452,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,11677511577610847452,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,11677511577610847452,240,163447107879,39227305890960,3435973836.9733253,6.118187179795806e-08
primary,E50-PC100,300,11677511577610847452,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,300,17891702655887131290,300,163447109700,163447109700,4294967352.365485,6.118187111631746e-08
primary,E50-MT100,300,17891702655887131290,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,17891702655887131290,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,17891702655887131290,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,17891702655887131290,90,163447107884,14710239709560,1288490188.8255808,6.118187179608646e-08
primary,E50-PC40,300,17891702655887131290,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,17891702655887131290,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,17891702655887131290,180,163447107883,29420479418940,2576980377.666928,6.118187179646079e-08
primary,E50-PC80,300,17891702655887131290,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,17891702655887131290,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,400,7695027954463196593,400,217929480000,217929480000,4294967344.482261,4.588640325301561e-08
primary,E50-MT100,400,7695027954463196593,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,7695027954463196593,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,7695027954463196593,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,7695027954463196593,120,217929467033,26151536043960,1288490188.8110085,4.588640598329802e-08
primary,E50-PC40,400,7695027954463196593,160,217929467031,34868714724960,1717986918.4304442,4.5886405983719135e-08
primary,E50-PC50,400,7695027954463196593,200,217929467032,43585893406400,2147483648.0282016,4.5886405983508575e-08
primary,E50-PC60,400,7695027954463196593,240,217929467032,52303072087680,2576980377.6338415,4.5886405983508575e-08
primary,E50-PC80,400,7695027954463196593,320,217929467031,69737429449920,3435973836.8608885,4.5886405983719135e-08
primary,E50-PC100,400,7695027954463196593,400,217929467029,87171786811600,4294967296.115527,4.588640598414024e-08
primary,E50-CONV100,400,8525591707662220640,400,217929478000,217929478000,4294967383.898382,4.588640367412801e-08
primary,E50-MT100,400,8525591707662220640,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,8525591707662220640,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,8525591707662220640,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,8525591707662220640,120,217929467031,26151536043720,1288490188.8228333,4.5886405983719135e-08
primary,E50-PC40,400,8525591707662220640,160,217929467029,34868714724640,1717986918.4462109,4.588640598414024e-08
primary,E50-PC50,400,8525591707662220640,200,217929467030,43585893406000,2147483648.0479093,4.588640598392969e-08
primary,E50-PC60,400,8525591707662220640,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,8525591707662220640,320,217929467028,69737429448960,3435973836.908188,4.5886405984350803e-08
primary,E50-PC100,400,8525591707662220640,400,217929467027,87171786810800,4294967296.154943,4.588640598456136e-08
primary,E50-CONV100,400,12108552042459345255,400,217929479200,217929479200,4294967360.24871,4.588640342146057e-08
primary,E50-MT100,400,12108552042459345255,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,12108552042459345255,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,12108552042459345255,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,12108552042459345255,120,217929467034,26151536044080,1288490188.805096,4.588640598308747e-08
primary,E50-PC40,400,12108552042459345255,160,217929467033,34868714725280,1717986918.4146779,4.588640598329802e-08
primary,E50-PC50,400,12108552042459345255,200,217929467031,43585893406200,2147483648.0380554,4.5886405983719135e-08
primary,E50-PC60,400,12108552042459345255,240,217929467030,52303072087200,2576980377.657491,4.588640598392969e-08
primary,E50-PC80,400,12108552042459345255,320,217929467028,69737429448960,3435973836.908188,4.5886405984350803e-08
primary,E50-PC100,400,12108552042459345255,400,217929467028,87171786811200,4294967296.135235,4.5886405984350803e-08
primary,E50-CONV100,400,16218162384852915827,400,217929478000,217929478000,4294967383.898382,4.588640367412801e-08
primary,E50-MT100,400,16218162384852915827,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,16218162384852915827,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,16218162384852915827,80,217929467031,17434357362480,858993459.2152221,4.5886405983719135e-08
primary,E50-PC30,400,16218162384852915827,120,217929467029,26151536043480,1288490188.8346581,4.588640598414024e-08
primary,E50-PC40,400,16218162384852915827,160,217929467029,34868714724640,1717986918.4462109,4.588640598414024e-08
primary,E50-PC50,400,16218162384852915827,200,217929467029,43585893405800,2147483648.0577636,4.588640598414024e-08
primary,E50-PC60,400,16218162384852915827,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,16218162384852915827,320,217929467026,69737429448320,3435973836.939721,4.588640598477192e-08
primary,E50-PC100,400,16218162384852915827,400,217929467022,87171786808800,4294967296.253484,4.588640598561414e-08
primary,E50-CONV100,400,3678478102310266571,400,217929478400,217929478400,4294967376.015158,4.588640358990553e-08
primary,E50-MT100,400,3678478102310266571,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,3678478102310266571,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,3678478102310266571,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,3678478102310266571,120,217929467029,26151536043480,1288490188.8346581,4.588640598414024e-08
primary,E50-PC40,400,3678478102310266571,160,217929467028,34868714724480,1717986918.454094,4.5886405984350803e-08
primary,E50-PC50,400,3678478102310266571,200,217929467026,43585893405200,2147483648.0873256,4.588640598477192e-08
primary,E50-PC60,400,3678478102310266571,240,217929467025,52303072086000,2576980377.7166157,4.588640598498247e-08
primary,E50-PC80,400,3678478102310266571,320,217929467024,69737429447680,3435973836.971254,4.5886405985193025e-08
primary,E50-PC100,400,3678478102310266571,400,217929467025,87171786810000,4294967296.194359,4.588640598498247e-08
primary,E50-CONV100,400,876786005621288851,400,217929476000,217929476000,4294967423.314504,4.5886404095240425e-08
primary,E50-MT100,400,876786005621288851,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,876786005621288851,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,876786005621288851,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,876786005621288851,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,876786005621288851,160,217929467032,34868714725120,1717986918.4225612,4.5886405983508575e-08
primary,E50-PC50,400,876786005621288851,200,217929467029,43585893405800,2147483648.0577636,4.588640598414024e-08
primary,E50-PC60,400,876786005621288851,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,876786005621288851,320,217929467023,69737429447360,3435973836.9870205,4.5886405985403586e-08
primary,E50-PC100,400,876786005621288851,400,217929467021,87171786808400,4294967296.273191,4.5886405985824694e-08
primary,E50-CONV100,400,5865549906742908637,400,217929478800,217929478800,4294967368.131933,4.588640350568305e-08
primary,E50-MT100,400,5865549906742908637,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,5865549906742908637,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,5865549906742908637,80,217929467032,17434357362560,858993459.2112806,4.5886405983508575e-08
primary,E50-PC30,400,5865549906742908637,120,217929467031,26151536043720,1288490188.8228333,4.5886405983719135e-08
primary,E50-PC40,400,5865549906742908637,160,217929467031,34868714724960,1717986918.4304442,4.5886405983719135e-08
primary,E50-PC50,400,5865549906742908637,200,217929467030,43585893406000,2147483648.0479093,4.588640598392969e-08
primary,E50-PC60,400,5865549906742908637,240,217929467030,52303072087200,2576980377.657491,4.588640598392969e-08
primary,E50-PC80,400,5865549906742908637,320,217929467029,69737429449280,3435973836.8924217,4.588640598414024e-08
primary,E50-PC100,400,5865549906742908637,400,217929467024,87171786809600,4294967296.214067,4.5886405985193025e-08
primary,E50-CONV100,400,15633523601349685045,400,217929478800,217929478800,4294967368.131933,4.588640350568305e-08
primary,E50-MT100,400,15633523601349685045,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,15633523601349685045,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,15633523601349685045,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,15633523601349685045,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,15633523601349685045,160,217929467032,34868714725120,1717986918.4225612,4.5886405983508575e-08
primary,E50-PC50,400,15633523601349685045,200,217929467030,43585893406000,2147483648.0479093,4.588640598392969e-08
primary,E50-PC60,400,15633523601349685045,240,217929467030,52303072087200,2576980377.657491,4.588640598392969e-08
primary,E50-PC80,400,15633523601349685045,320,217929467028,69737429448960,3435973836.908188,4.5886405984350803e-08
primary,E50-PC100,400,15633523601349685045,400,217929467027,87171786810800,4294967296.154943,4.588640598456136e-08
primary,E50-CONV100,400,14497997932990664800,400,217929479200,217929479200,4294967360.24871,4.588640342146057e-08
primary,E50-MT100,400,14497997932990664800,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,14497997932990664800,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,14497997932990664800,80,217929467034,17434357362720,858993459.2033974,4.588640598308747e-08
primary,E50-PC30,400,14497997932990664800,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,14497997932990664800,160,217929467032,34868714725120,1717986918.4225612,4.5886405983508575e-08
primary,E50-PC50,400,14497997932990664800,200,217929467031,43585893406200,2147483648.0380554,4.5886405983719135e-08
primary,E50-PC60,400,14497997932990664800,240,217929467031,52303072087440,2576980377.6456666,4.5886405983719135e-08
primary,E50-PC80,400,14497997932990664800,320,217929467029,69737429449280,3435973836.8924217,4.588640598414024e-08
primary,E50-PC100,400,14497997932990664800,400,217929467027,87171786810800,4294967296.154943,4.588640598456136e-08
primary,E50-CONV100,400,5634683829678867503,400,217929478400,217929478400,4294967376.015158,4.588640358990553e-08
primary,E50-MT100,400,5634683829678867503,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,5634683829678867503,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,5634683829678867503,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,5634683829678867503,120,217929467030,26151536043600,1288490188.8287456,4.588640598392969e-08
primary,E50-PC40,400,5634683829678867503,160,217929467028,34868714724480,1717986918.454094,4.5886405984350803e-08
primary,E50-PC50,400,5634683829678867503,200,217929467028,43585893405600,2147483648.0676174,4.5886405984350803e-08
primary,E50-PC60,400,5634683829678867503,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,5634683829678867503,320,217929467028,69737429448960,3435973836.908188,4.5886405984350803e-08
primary,E50-PC100,400,5634683829678867503,400,217929467024,87171786809600,4294967296.214067,4.5886405985193025e-08
primary,E50-CONV100,400,11032126464482234521,400,217929479200,217929479200,4294967360.24871,4.588640342146057e-08
primary,E50-MT100,400,11032126464482234521,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,11032126464482234521,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,11032126464482234521,80,217929467032,17434357362560,858993459.2112806,4.5886405983508575e-08
primary,E50-PC30,400,11032126464482234521,120,217929467030,26151536043600,1288490188.8287456,4.588640598392969e-08
primary,E50-PC40,400,11032126464482234521,160,217929467029,34868714724640,1717986918.4462109,4.588640598414024e-08
primary,E50-PC50,400,11032126464482234521,200,217929467029,43585893405800,2147483648.0577636,4.588640598414024e-08
primary,E50-PC60,400,11032126464482234521,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,11032126464482234521,320,217929467027,69737429448640,3435973836.9239545,4.588640598456136e-08
primary,E50-PC100,400,11032126464482234521,400,217929467025,87171786810000,4294967296.194359,4.588640598498247e-08
primary,E50-CONV100,400,5708610443790281403,400,217929478400,217929478400,4294967376.015158,4.588640358990553e-08
primary,E50-MT100,400,5708610443790281403,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,5708610443790281403,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,5708610443790281403,80,217929467032,17434357362560,858993459.2112806,4.5886405983508575e-08
primary,E50-PC30,400,5708610443790281403,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,5708610443790281403,160,217929467032,34868714725120,1717986918.4225612,4.5886405983508575e-08
primary,E50-PC50,400,5708610443790281403,200,217929467029,43585893405800,2147483648.0577636,4.588640598414024e-08
primary,E50-PC60,400,5708610443790281403,240,217929467027,52303072086480,2576980377.692966,4.588640598456136e-08
primary,E50-PC80,400,5708610443790281403,320,217929467026,69737429448320,3435973836.939721,4.588640598477192e-08
primary,E50-PC100,400,5708610443790281403,400,217929467025,87171786810000,4294967296.194359,4.588640598498247e-08
primary,E50-CONV100,400,4972874671198070758,400,217929478800,217929478800,4294967368.131933,4.588640350568305e-08
primary,E50-MT100,400,4972874671198070758,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,4972874671198070758,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,4972874671198070758,80,217929467031,17434357362480,858993459.2152221,4.5886405983719135e-08
primary,E50-PC30,400,4972874671198070758,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,4972874671198070758,160,217929467030,34868714724800,1717986918.4383276,4.588640598392969e-08
primary,E50-PC50,400,4972874671198070758,200,217929467031,43585893406200,2147483648.0380554,4.5886405983719135e-08
primary,E50-PC60,400,4972874671198070758,240,217929467031,52303072087440,2576980377.6456666,4.5886405983719135e-08
primary,E50-PC80,400,4972874671198070758,320,217929467029,69737429449280,3435973836.8924217,4.588640598414024e-08
primary,E50-PC100,400,4972874671198070758,400,217929467027,87171786810800,4294967296.154943,4.588640598456136e-08
primary,E50-CONV100,400,15110839482730944980,400,217929481200,217929481200,4294967320.832588,4.588640300034817e-08
primary,E50-MT100,400,15110839482730944980,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,15110839482730944980,40,217929467034,8717178681360,429496729.6016987,4.588640598308747e-08
primary,E50-PC20,400,15110839482730944980,80,217929467033,17434357362640,858993459.2073389,4.588640598329802e-08
primary,E50-PC30,400,15110839482730944980,120,217929467032,26151536043840,1288490188.8169208,4.5886405983508575e-08
primary,E50-PC40,400,15110839482730944980,160,217929467032,34868714725120,1717986918.4225612,4.5886405983508575e-08
primary,E50-PC50,400,15110839482730944980,200,217929467034,43585893406800,2147483648.0084934,4.588640598308747e-08
primary,E50-PC60,400,15110839482730944980,240,217929467033,52303072087920,2576980377.622017,4.588640598329802e-08
primary,E50-PC80,400,15110839482730944980,320,217929467032,69737429450240,3435973836.8451223,4.5886405983508575e-08
primary,E50-PC100,400,15110839482730944980,400,217929467032,87171786812800,4294967296.056403,4.5886405983508575e-08
primary,E50-CONV100,400,8623653743411919337,400,217929479200,217929479200,4294967360.24871,4.588640342146057e-08
primary,E50-MT100,400,8623653743411919337,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,8623653743411919337,40,217929467032,8717178681280,429496729.6056403,4.5886405983508575e-08
primary,E50-PC20,400,8623653743411919337,80,217929467031,17434357362480,858993459.2152221,4.5886405983719135e-08
primary,E50-PC30,400,8623653743411919337,120,217929467031,26151536043720,1288490188.8228333,4.5886405983719135e-08
primary,E50-PC40,400,8623653743411919337,160,217929467029,34868714724640,1717986918.4462109,4.588640598414024e-08
primary,E50-PC50,400,8623653743411919337,200,217929467031,43585893406200,2147483648.0380554,4.5886405983719135e-08
primary,E50-PC60,400,8623653743411919337,240,217929467028,52303072086720,2576980377.681141,4.5886405984350803e-08
primary,E50-PC80,400,8623653743411919337,320,217929467028,69737429448960,3435973836.908188,4.5886405984350803e-08
primary,E50-PC100,400,8623653743411919337,400,217929467027,87171786810800,4294967296.154943,4.588640598456136e-08
primary,E50-CONV100,400,1326031443968983885,400,217929476000,217929476000,4294967423.314504,4.5886404095240425e-08
primary,E50-MT100,400,1326031443968983885,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,400,1326031443968983885,40,217929467033,8717178681320,429496729.60366946,4.588640598329802e-08
primary,E50-PC20,400,1326031443968983885,80,217929467032,17434357362560,858993459.2112806,4.5886405983508575e-08
primary,E50-PC30,400,1326031443968983885,120,217929467031,26151536043720,1288490188.8228333,4.5886405983719135e-08
primary,E50-PC40,400,1326031443968983885,160,217929467031,34868714724960,1717986918.4304442,4.5886405983719135e-08
primary,E50-PC50,400,1326031443968983885,200,217929467030,43585893406000,2147483648.0479093,4.588640598392969e-08
primary,E50-PC60,400,1326031443968983885,240,217929467030,52303072087200,2576980377.657491,4.588640598392969e-08
primary,E50-PC80,400,1326031443968983885,320,217929467026,69737429448320,3435973836.939721,4.588640598477192e-08
primary,E50-PC100,400,1326031443968983885,400,217929467021,87171786808400,4294967296.273191,4.5886405985824694e-08
primary,E50-CONV100,400,8177548632312565564,400,217929478000,217929478000,4294967383.898382,4.588640367412801e-08
primary,E50-MT100,400,8177548632312565564,400,544823706,217929482400,4294967303.883224,1.8354561099072293e-05
