time_s,H_effective,H_pipeline,H_useful_target
17.81500000000002,4000.0,4000.0,3200.0
17.81500000000002,4000.0,4000.0,3200.0
17.81500000000002,4000.0,4000.0,3200.0
17.81500000000002,4000.0,4000.0,3200.0
17.854166666666686,0.0,0.0,0.0
18.85416666666669,100.0,100.0,100.0
18.85416666666669,300.0,300.0,300.0
18.85416666666669,600.0,600.0,600.0
18.85416666666669,1000.0,1000.0,1000.0
18.85416666666669,1100.0,1100.0,1100.0
18.85416666666669,1300.0,1300.0,1300.0
18.85416666666669,1600.0,1600.0,1600.0
18.85416666666669,2000.0,2000.0,2000.0
18.85416666666669,2100.0,2100.0,2100.0
18.85416666666669,2300.0,2300.0,2300.0
18.85416666666669,2600.0,2600.0,2600.0
18.85416666666669,3000.0,3000.0,3000.0
18.85416666666669,3100.0,3100.0,3100.0
18.91666666666669,4000.0,4000.0,3200.0
18.91666666666669,4000.0,4000.0,3200.0
18.91666666666669,4000.0,4000.0,3200.0
18.91666666666669,4000.0,4000.0,3200.0
18.93750000000002,4000.0,4000.0,3200.0
18.93750000000002,4000.0,4000.0,3200.0
18.93750000000002,4000.0,4000.0,3200.0
18.93750000000002,4000.0,4000.0,3200.0
18.967500000000022,0.0,0.0,0.0
19.967500000000026,100.0,100.0,100.0
19.967500000000026,300.0,300.0,300.0
19.967500000000026,600.0,600.0,600.0
19.967500000000026,1000.0,1000.0,1000.0
19.967500000000026,1100.0,1100.0,1100.0
19.967500000000026,1300.0,1300.0,1300.0
19.967500000000026,1600.0,1600.0,1600.0
19.967500000000026,2000.0,2000.0,2000.0
19.967500000000026,2100.0,2100.0,2100.0
19.967500000000026,2300.0,2300.0,2300.0
19.967500000000026,2600.0,2600.0,2600.0
19.967500000000026,3000.0,3000.0,3000.0
19.967500000000026,3100.0,3100.0,3100.0
20.002500000000026,0.0,0.0,0.0
21.00250000000003,100.0,100.0,100.0
21.00250000000003,300.0,300.0,300.0
21.00250000000003,600.0,600.0,600.0
21.00250000000003,1000.0,1000.0,1000.0
21.00250000000003,1100.0,1100.0,1100.0
21.00250000000003,1300.0,1300.0,1300.0
21.00250000000003,1600.0,1600.0,1600.0
21.00250000000003,2000.0,2000.0,2000.0
21.00250000000003,2100.0,2100.0,2100.0
21.00250000000003,2300.0,2300.0,2300.0
21.00250000000003,2600.0,2600.0,2600.0
21.00250000000003,3000.0,3000.0,3000.0
21.00250000000003,3100.0,3100.0,3100.0
21.06500000000003,4000.0,4000.0,3200.0
21.06500000000003,4000.0,4000.0,3200.0
21.06500000000003,4000.0,4000.0,3200.0
21.06500000000003,4000.0,4000.0,3200.0
21.085833333333362,4000.0,4000.0,3200.0
21.085833333333362,4000.0,4000.0,3200.0
21.085833333333362,4000.0,4000.0,3200.0
21.085833333333362,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.12750000000003,4000.0,4000.0,3200.0
21.169166666666698,4000.0,4000.0,3200.0
21.169166666666698,4000.0,4000.0,3200.0
21.169166666666698,4000.0,4000.0,3200.0
21.169166666666698,4000.0,4000.0,3200.0
21.19000000000003,4000.0,4000.0,3200.0
21.19000000000003,4000.0,4000.0,3200.0
