accepted_block_interval_s,accepted_main_blocks,active_mining_time_s,aggregate_hashrate_THs,aggregate_power_W,co2_kg,config_hash,confirmation_time_6blk_s,created_block_interval_s,created_blocks,energy_kWh,energy_per_accepted_block_kWh,energy_per_tx_kWh,exhausted_rounds,idle_after_range,idle_miner_seconds,n_miners,pct_time_active,per_miner_energy_kwh_max,per_miner_energy_kwh_min,protocol,seed,sim_time,stale_blocks,stale_rate_pct,throughput_tx_per_s,total_hashes
554.2089425845846,17,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,3325.2536555075076,588.2352941176471,17,8.420833333333311,0.49534313725490065,0.00026836743365840117,2,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,8,10000.0,0,0.0,3.1378,1.4099999999999997e+18
1007.0013323588121,10,2739983.225238133,141.0,3031.5000000000045,2.5668648059393613,5471969975f55178,6042.007994152873,1000.0,10,5.768235518964821,0.5768235518964822,0.0003163623934056283,3,True,1260016.7747618707,400,68.49958063095333,0.014420588797412096,0.014420588797412096,PoCol,9,10000.0,0,0.0,1.8233,9.658440868964355e+17
532.3715621913999,18,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,3194.2293731483996,555.5555555555555,18,8.420833333333311,0.46782407407407284,0.00025353264687581474,2,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,10,10000.0,0,0.0,3.3214,1.41e+18
763.2391720947204,13,2160725.4203652064,141.0,3031.5000000000045,2.024205836644112,5471969975f55178,4579.435032568323,769.2307692307693,13,4.548777160998046,0.34990593546138815,0.00018952448485471632,1,True,1839274.5796347964,400,54.018135509130154,0.011371942902495007,0.011371942902495007,PoCol,10,10000.0,0,0.0,2.4001,7.616557106787332e+17
625.24155559445,15,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,3751.4493335667003,666.6666666666666,15,8.420833333333311,0.5613888888888874,0.00030449587175314813,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,11,10000.0,0,0.0,2.7655,1.4100000000000003e+18
1072.506328775989,10,2994101.977117121,141.0,3031.5000000000045,2.804927752719163,5471969975f55178,6435.037972655934,1000.0,10,6.303208433076783,0.6303208433076783,0.0003440052629523977,2,True,1005898.022882883,400,74.85254942792803,0.015758021082691878,0.015758021082691878,PoCol,11,10000.0,0,0.0,1.8323,1.0554209469337733e+18
667.1455947784071,14,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,4002.873568670443,714.2857142857143,14,8.420833333333311,0.6014880952380937,0.00032494051064377045,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,12,10000.0,0,0.0,2.5915,1.41e+18
949.835227096539,10,2802982.668103025,141.0,3031.5000000000045,2.6258837996303246,5471969975f55178,5699.011362579235,1000.0,10,5.900862471079313,0.5900862471079313,0.0003196740056925789,1,True,1197017.331896994,400,70.07456670257562,0.0147521561776984,0.0147521561776984,PoCol,12,10000.0,0,0.0,1.8459,9.880513905063053e+17
753.1049876095047,12,2402351.4820787446,141.0,3031.5000000000045,2.2505654100522006,5471969975f55178,4518.629925657028,833.3333333333334,12,5.057450359667854,0.4214541966389878,0.00022491551897482227,1,True,1597648.517921257,400,60.058787051968615,0.012643625899169715,0.012643625899169715,PoCol,14,10000.0,0,0.0,2.2486,8.468288974327666e+17
662.1239496223008,15,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,3972.7436977338048,666.6666666666666,15,8.420833333333311,0.5613888888888874,0.0003046060167601125,2,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,13,10000.0,0,0.0,2.7645,1.41e+18
