run_id,pow_run_id,N,seed,seed_index,alpha,alpha_label,P_active_W_per_miner,P_low_W_per_miner,PoW_energy_J,PoW_energy_kWh,PoCol_energy_J,PoCol_energy_kWh,PoCol_active_energy_kWh,PoCol_low_power_energy_kWh,paired_energy_difference_kWh,paired_energy_saving_fraction,PoW_energy_per_accepted_block_kWh,PoCol_energy_per_accepted_block_kWh,PoW_energy_per_closed_round_kWh,PoCol_energy_per_closed_round_kWh,PoW_accepted_blocks,PoCol_accepted_blocks,block_retention,PoW_median_block_interval,PoCol_median_block_interval,latency_ratio,low_power_fraction,active_miner_seconds,low_power_miner_seconds,alpha_case
8X_N100_POCOL_seed004,8X_N100_POW_seed004,100,1493634387465783589,4,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3505693554.2713275,973.8037650753688,972.6075301507374,1.1962349246313653,-1.1962349246311987,0.001226907615006323,54.166666666666664,60.86273531721055,54.166666666666664,60.86273531721055,18,16,0.8888888888888888,389.5636559533716,546.7214848678,1.4034201510143933,0.002453815230013057,997546.184769987,2453.815230013057,LP50
8X_N100_POCOL_seed005,8X_N100_POW_seed005,100,349906842534328690,5,0.0,LP0,3510.0,0.0,3510000000.0,975.0,3503764078.941191,973.2677997058864,973.2677997058864,0.0,-1.732200294113568,0.0017766156862702998,81.25,81.10564997549054,81.25,81.10564997549054,12,12,1.0,537.2712275340411,537.2712275340411,1.0,0.0017766156862702286,998223.3843137297,1776.6156862702287,LP0
8X_N100_POCOL_seed005,8X_N100_POW_seed005,100,349906842534328690,5,0.1,LP10,3510.0,351.0,3510000000.0,975.0,3504387671.047072,973.4410197352978,973.2677997058864,0.1732200294113473,-1.5589802647021997,0.0015989541176433253,81.25,81.12008497794149,81.25,81.12008497794149,12,12,1.0,537.2712275340411,537.2712275340411,1.0,0.0017766156862702286,998223.3843137297,1776.6156862702287,LP10
8X_N100_POCOL_seed005,8X_N100_POW_seed005,100,349906842534328690,5,0.25,LP25,3510.0,877.5,3510000000.0,975.0,3505323059.2058935,973.7008497794149,973.2677997058864,0.4330500735283683,-1.2991502205851475,0.001332461764702697,81.25,81.14173748161791,81.25,81.14173748161791,12,12,1.0,537.2712275340411,537.2712275340411,1.0,0.0017766156862702286,998223.3843137297,1776.6156862702287,LP25
8X_N100_POCOL_seed005,8X_N100_POW_seed005,100,349906842534328690,5,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3506882039.4705954,974.1338998529432,973.2677997058864,0.8661001470567365,-0.8661001470568408,0.0008883078431352054,81.25,81.17782498774527,81.25,81.17782498774527,12,12,1.0,537.2712275340411,537.2712275340411,1.0,0.0017766156862702286,998223.3843137297,1776.6156862702287,LP50
8X_N100_POCOL_seed006,8X_N100_POW_seed006,100,2558760955731327512,6,0.0,LP0,3510.0,0.0,3510000000.0,975.0,3505076669.3897595,973.6324081638221,973.6324081638221,0.0,-1.367591836177894,0.0014026582935158238,51.31578947368421,51.24381095599064,51.31578947368421,51.24381095599064,19,19,1.0,474.97952283839004,474.97952283839004,1.0,0.0014026582935158017,998597.3417064842,1402.6582935158017,LP0
8X_N100_POCOL_seed006,8X_N100_POW_seed006,100,2558760955731327512,6,0.1,LP10,3510.0,351.0,3510000000.0,975.0,3505569002.4507837,973.76916734744,973.6324081638221,0.13675918361779066,-1.230832652560025,0.0012623924641641526,51.31578947368421,51.25100880776,51.31578947368421,51.25100880776,19,19,1.0,474.97952283839004,474.97952283839004,1.0,0.0014026582935158017,998597.3417064842,1402.6582935158017,LP10
8X_N100_POCOL_seed006,8X_N100_POW_seed006,100,2558760955731327512,6,0.25,LP25,3510.0,877.5,3510000000.0,975.0,3506307502.04232,973.9743061228666,973.6324081638221,0.3418979590444767,-1.025693877133449,0.0010519937201368679,51.31578947368421,51.26180558541403,51.31578947368421,51.26180558541403,19,19,1.0,474.97952283839004,474.97952283839004,1.0,0.0014026582935158017,998597.3417064842,1402.6582935158017,LP25
8X_N100_POCOL_seed006,8X_N100_POW_seed006,100,2558760955731327512,6,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3507538334.69488,974.3162040819111,973.6324081638221,0.6837959180889533,-0.6837959180888902,0.0007013291467578009,51.31578947368421,51.27980021483743,51.31578947368421,51.27980021483743,19,19,1.0,474.97952283839004,474.97952283839004,1.0,0.0014026582935158017,998597.3417064842,1402.6582935158017,LP50
8X_N100_POCOL_seed007,8X_N100_POW_seed007,100,7890926658382884983,7,0.0,LP0,3510.0,0.0,3510000000.0,975.0,3503065293.749185,973.0736927081069,973.0736927081069,0.0,-1.9263072918930675,0.0019756997865569836,46.42857142857143,48.65368463540535,46.42857142857143,48.65368463540535,21,20,0.9523809523809523,296.051395290967,316.8489381649636,1.0702497715086134,0.001975699786557193,998024.300213443,1975.6997865571932,LP0
