composition,N,protocol,alpha_case,alpha,is_idealized_alpha,pairs,PoW_energy_kWh_mean,PoCol_energy_kWh_mean,EnergySaving_mean,EnergySaving_median,EnergySaving_sd,EnergySaving_ci95_low,EnergySaving_ci95_high,EnergySaving_boot_ci95_low,EnergySaving_boot_ci95_high,exceeds_50pct_mean,exceeds_50pct_ci_lower,exceeds_50pct_boot_ci_lower,one_sided_p_greater_50pct,seed_fraction_exceeding_50pct
H4,300,P3_ENERGY,alpha_0,0.0,True,30,2615.8333333333326,1259.167068972191,0.5186363546458651,0.5186375546840727,0.00021849778671325802,0.5185547662314383,0.518717943060292,0.5185574383796366,0.5187119461537394,True,True,True,4.52029884228946e-58,1.0
H4,300,P3_ENERGY,alpha_005,0.05,False,30,2615.8333333333326,1327.000382190248,0.49270453691357186,0.4927056769498691,0.0002075728973775901,0.4926270279198664,0.4927820459072773,0.4926295664606548,0.49277634884605226,False,False,False,1.0,0.0
H4,300,P3_ENERGY,alpha_010,0.1,False,30,2615.8333333333326,1394.8336954083054,0.4667727191812787,0.46677379921566553,0.00019664800804191536,0.4666992896082946,0.46684614875426284,0.46670169454167293,0.46684075153836535,False,False,False,1.0,0.0
H4,300,P3_ENERGY,alpha_025,0.25,False,30,2615.8333333333326,1598.3336350624768,0.3889772659843989,0.38897816601305457,0.00016387334003494747,0.3889160746735788,0.389038457295219,0.3889180787847275,0.3890339596153044,False,False,False,1.0,0.0
H4,300,P3_ENERGY,alpha_050,0.5,False,30,2615.8333333333326,1937.5002011527617,0.25931817732293255,0.25931877734203646,0.00010924889335664548,0.25927738311571913,0.259358971530146,0.2592787191898184,0.25935597307686964,False,False,False,1.0,0.0
H4,300,P4_RESERVE,alpha_0,0.0,True,30,2615.8333333333326,1425.6394299852452,0.45499607646311097,0.4572574312384986,0.043154947924251535,0.4388817540767192,0.47111039884950273,0.4397362158334626,0.4698026742065586,False,False,False,0.9999982397581697,0.1
H4,300,P4_RESERVE,alpha_005,0.05,False,30,2615.8333333333326,1485.1491251526497,0.43224627263995546,0.43439455967657364,0.040997200528038936,0.4169376663728833,0.4475548789070276,0.4177494050417894,0.44631254049623065,False,False,False,0.9999999996993199,0.03333333333333333
H4,300,P4_RESERVE,alpha_010,0.1,False,30,2615.8333333333326,1544.6588203200542,0.40949646881679996,0.4115316881146488,0.03883945313182638,0.3949935786690474,0.42399935896455254,0.3957625942501164,0.42282240678590266,False,False,False,0.9999999999999001,0.0
H4,300,P4_RESERVE,alpha_025,0.25,False,30,2615.8333333333326,1723.1879058222678,0.3412470573473333,0.34294307342887403,0.03236621094318863,0.32916131555753947,0.3533327991371271,0.329802161875097,0.352352005654919,False,False,False,1.0,0.0
H4,300,P4_RESERVE,alpha_050,0.5,False,30,2615.8333333333326,2020.7363816592895,0.22749803823155546,0.2286287156192494,0.02157747396212579,0.21944087703835957,0.23555519942475134,0.2198681079167313,0.23490133710327926,False,False,False,1.0,0.0
H4,500,P0_ALL,alpha_0,0.0,True,30,4359.722222222222,4348.647236741414,0.0025402961281240704,0.0024865296343598497,0.0005015563015166592,0.002353011927208054,0.0027275803290400867,0.0023661620199384014,0.0027137874575962843,False,False,False,1.0,0.0
H4,500,P0_ALL,alpha_005,0.05,False,30,4359.722222222222,4349.200986015456,0.0024132813217178765,0.00236220315264185,0.0004764784864408383,0.0022353613308476565,0.0025912013125880965,0.002247853918941509,0.0025780980847164873,False,False,False,1.0,0.0
H4,500,P0_ALL,alpha_010,0.1,False,30,4359.722222222222,4349.754735289496,0.0022862665153116565,0.0022378766709239004,0.00045140067136500745,0.0021177107344872363,0.0024548222961360768,0.0021295458179445433,0.002442408711836662,False,False,False,1.0,0.0
H4,500,P0_ALL,alpha_025,0.25,False,30,4359.722222222222,4351.415983111617,0.0019052220960930932,0.00186489722576985,0.0003761672261375124,0.0017647589454060741,0.002045685246780112,0.0017746215149538423,0.00203534059319727,False,False,False,1.0,0.0
H4,500,P0_ALL,alpha_050,0.5,False,30,4359.722222222222,4354.184729481818,0.0012701480640620868,0.0012432648171799999,0.0002507781507584181,0.0011765059636040455,0.0013637901645201281,0.0011830810099692035,0.0013568937287982397,False,False,False,1.0,0.0
H4,500,P3_ENERGY,alpha_0,0.0,True,30,4359.722222222222,2096.5341015815866,0.5191129171268742,0.5191131545309043,0.00018420900395474954,0.5190441323543514,0.519181701899397,0.5190492083583881,0.5191779080146482,True,True,True,1.5398057124023508e-60,1.0
H4,500,P3_ENERGY,alpha_005,0.05,False,30,4359.722222222222,2209.6935076136183,0.49315727127053055,0.49315749680435905,0.00017499855375701918,0.4930919257366339,0.4932226168044272,0.4930967479404687,0.49321901261391593,False,False,False,1.0,0.0
H4,500,P3_ENERGY,alpha_010,0.1,False,30,4359.722222222222,2322.8529136456496,0.4672016254141868,0.4672018390778139,0.000165788103559262,0.4671397191189163,0.46726353170945734,0.46714428752254933,0.46726011721318345,False,False,False,1.0,0.0
H4,500,P3_ENERGY,alpha_025,0.25,False,30,4359.722222222222,2662.331131741745,0.3893346878451557,0.3893348658981781,0.00013815675296606548,0.3892830992657636,0.38938627642454776,0.3892869062687911,0.3893834310109862,False,False,False,1.0,0.0
H4,500,P3_ENERGY,alpha_050,0.5,False,30,4359.722222222222,3228.128161901904,0.2595564585634372,0.2595565772654521,9.210450197735921e-05,0.25952206617717577,0.2595908509496986,0.25952460417919404,0.2595889540073241,False,False,False,1.0,0.0
H4,500,P4_RESERVE,alpha_0,0.0,True,30,4359.722222222222,2358.475309781161,0.45903083050575494,0.4669863028971565,0.05180714272188481,0.43968572548550044,0.47837593552600943,0.4397667029019992,0.4759406683417391,False,False,False,0.999919181833327,0.26666666666666666
H4,500,P4_RESERVE,alpha_005,0.05,False,30,4359.722222222222,2458.5376554032136,0.4360792889804673,0.4436369877522986,0.04921678558579054,0.4177014392112255,0.45445713874970906,0.4177783677568992,0.4521436349246521,False,False,False,0.9999999603801002,0.03333333333333333
H4,500,P4_RESERVE,alpha_010,0.1,False,30,4359.722222222222,2558.600001025267,0.41312774745517944,0.4202876726074408,0.046626428449696306,0.39571715293695037,0.4305383419734085,0.39579003261179935,0.42834660150756515,False,False,False,0.9999999999792141,0.0
H4,500,P4_RESERVE,alpha_025,0.25,False,30,4359.722222222222,2858.7870378914263,0.34427312287931616,0.35023972717286744,0.03885535704141355,0.3297642941141253,0.35878195164450705,0.32982502717649936,0.3569555012563043,False,False,False,1.0,0.0
H4,500,P4_RESERVE,alpha_050,0.5,False,30,4359.722222222222,3359.0987660016913,0.2295154152528774,0.23349315144857813,0.02590357136094237,0.21984286274275017,0.23918796776300466,0.21988335145099955,0.23797033417086946,False,False,False,1.0,0.0
