run_id,protocol,composition,N,seed_index,block_index,interval_s
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,2,405.80153578727334
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,3,210.037970730391
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,4,1017.0515281228832
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,5,204.7907725820878
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,6,1314.0306205573743
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,7,404.4468542653317
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,8,83.67078061601705
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,9,84.69223302037562
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,10,396.86921950284795
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,11,45.489531938216714
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,12,375.9767449648889
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,13,408.65339038319235
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,14,289.5755024169448
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,15,123.40207360246859
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,16,2591.3522391046945
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,17,202.81842338321985
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,18,695.2548972131426
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,1,80.71155824475255
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,2,405.80153578727334
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,3,210.037970730391
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,4,1017.0515281228832
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,5,204.7907725820878
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,6,1314.0306205573743
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,7,404.4468542653317
8YS_H0_N100_P2_HASHPROP_seed008_alloc,P2_HASHPROP,H0,100,8,8,83.67078061601705
