tag,arm,N,seed,round,duration_s,block,round_C_nonce,round_U_nonce,round_R_nonce,round_rho_nonce,round_M_ge2,round_M_ge3,round_m_max,round_mean_mult_reused,round_O_mean,round_O_median,round_O_p95,round_O_max,round_C_exact,round_U_exact,round_R_exact,round_rho_exact,subsweep_C_nonce,subsweep_U_nonce,subsweep_R_nonce,subsweep_rho_nonce,subsweep_M_ge2,subsweep_M_ge3,subsweep_m_max,subsweep_mean_mult_reused,subsweep_O_mean,subsweep_O_median,subsweep_O_p95,subsweep_O_max,subsweep_C_exact,subsweep_U_exact,subsweep_R_exact,subsweep_rho_exact
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,13,398.224404204941,1,9318451058395619400,4294967296,9318451054100652104,0.99999999953909,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,9318451058395619400,9318451058395619400,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,14,507.0316873473487,1,11864541483927959600,4294967296,11864541479632992304,0.9999999996379997,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,11864541483927959600,11864541483927959600,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,15,227.99491550336975,1,5335081022778852400,4294967296,5335081018483885104,0.9999999991949574,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,5335081022778852400,5335081022778852400,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,16,252.22875732632667,1,5902152921436044300,4294967296,5902152917141077004,0.999999999272305,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,5902152921436044300,5902152921436044300,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,17,408.06700788995903,1,9548767984625041500,4294967296,9548767980330074204,0.9999999995502071,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,9548767984625041500,9548767984625041500,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,18,485.84115958199027,1,11368683134218571800,4294967296,11368683129923604504,0.9999999996222106,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,11368683134218571800,11368683134218571800,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,7068745346940014165,19,747.6725983792268,0,17495538802073905100,4294967296,17495538797778937804,0.9999999997545107,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,17495538802073905100,17495538802073905100,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,0,1.2712697627994358,1,29747712449506800,4294967296,29747708154539504,0.9999998556202497,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,29747712449506800,29747712449506800,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,1,1064.5909052836566,1,24911427183637565500,4294967296,24911427179342598204,0.9999999998275905,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,24911427183637565500,24911427183637565500,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,2,50.53399458317832,1,1182495473246372700,4294967296,1182495468951405404,0.9999999963678784,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,1182495473246372700,1182495473246372700,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,3,647.9704212950942,1,15162507858305204300,4294967296,15162507854010237004,0.9999999997167377,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,15162507858305204300,15162507858305204300,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,4,545.221298726224,1,12758178390193641500,4294967296,12758178385898674204,0.9999999996633557,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,12758178390193641500,12758178390193641500,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,5,39.501247507952144,1,924329191686080200,4294967296,924329187391112904,0.9999999953534224,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,924329191686080200,924329191686080200,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
