tag,arm,N,seed,template_epochs_completed,nonce_domain_exhaustions,nonce_resets
primary,XNR-PW-MT-OFFSET,300,14790319751179523344,544823706,163447111800,0
primary,XNR-PC,300,14790319751179523344,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,15311360825920276038,163447109100,163447109100,163447113600
primary,XNR-PW-CONV-OFFSET,300,15311360825920276038,163447109100,163447109100,0
primary,XNR-PW-MT-ZERO,300,15311360825920276038,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,15311360825920276038,544823706,163447111800,0
primary,XNR-PC,300,15311360825920276038,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,10419287363523441034,163447109700,163447109700,163447113600
primary,XNR-PW-CONV-OFFSET,300,10419287363523441034,163447109700,163447109700,0
primary,XNR-PW-MT-ZERO,300,10419287363523441034,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,10419287363523441034,544823706,163447111800,0
primary,XNR-PC,300,10419287363523441034,163447107880,49034132364000,49034132364000
primary,XNR-PW-CONV-ZERO,300,9964858435511495645,163447109100,163447109100,163447114200
primary,XNR-PW-CONV-OFFSET,300,9964858435511495645,163447109100,163447109100,0
primary,XNR-PW-MT-ZERO,300,9964858435511495645,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,9964858435511495645,544823706,163447111800,0
primary,XNR-PC,300,9964858435511495645,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,12980243426712185825,163447109700,163447109700,163447115400
primary,XNR-PW-CONV-OFFSET,300,12980243426712185825,163447109700,163447109700,0
primary,XNR-PW-MT-ZERO,300,12980243426712185825,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,12980243426712185825,544823706,163447111800,0
primary,XNR-PC,300,12980243426712185825,163447107875,49034132362500,49034132362500
primary,XNR-PW-CONV-ZERO,300,2834549471034337693,163447108200,163447108200,163447114200
primary,XNR-PW-CONV-OFFSET,300,2834549471034337693,163447108200,163447108200,0
primary,XNR-PW-MT-ZERO,300,2834549471034337693,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,2834549471034337693,544823706,163447111800,0
primary,XNR-PC,300,2834549471034337693,163447107877,49034132363100,49034132363100
primary,XNR-PW-CONV-ZERO,300,17638313716927524985,163447110300,163447110300,163447113600
primary,XNR-PW-CONV-OFFSET,300,17638313716927524985,163447110300,163447110300,0
primary,XNR-PW-MT-ZERO,300,17638313716927524985,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,17638313716927524985,544823706,163447111800,0
primary,XNR-PC,300,17638313716927524985,163447107882,49034132364600,49034132364600
primary,XNR-PW-CONV-ZERO,300,4701815876319261908,163447109400,163447109400,163447114200
primary,XNR-PW-CONV-OFFSET,300,4701815876319261908,163447109400,163447109400,0
primary,XNR-PW-MT-ZERO,300,4701815876319261908,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,4701815876319261908,544823706,163447111800,0
primary,XNR-PC,300,4701815876319261908,163447107880,49034132364000,49034132364000
primary,XNR-PW-CONV-ZERO,300,7822082833909267661,163447108200,163447108200,163447114500
primary,XNR-PW-CONV-OFFSET,300,7822082833909267661,163447108200,163447108200,0
primary,XNR-PW-MT-ZERO,300,7822082833909267661,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,7822082833909267661,544823706,163447111800,0
primary,XNR-PC,300,7822082833909267661,163447107877,49034132363100,49034132363100
primary,XNR-PW-CONV-ZERO,300,12102592183121031244,163447108800,163447108800,163447115400
primary,XNR-PW-CONV-OFFSET,300,12102592183121031244,163447108800,163447108800,0
primary,XNR-PW-MT-ZERO,300,12102592183121031244,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,12102592183121031244,544823706,163447111800,0
primary,XNR-PC,300,12102592183121031244,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,4849566379269777204,163447109100,163447109100,163447114500
primary,XNR-PW-CONV-OFFSET,300,4849566379269777204,163447109100,163447109100,0
primary,XNR-PW-MT-ZERO,300,4849566379269777204,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,4849566379269777204,544823706,163447111800,0
primary,XNR-PC,300,4849566379269777204,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,4171531546602603804,163447108800,163447108800,163447113900
primary,XNR-PW-CONV-OFFSET,300,4171531546602603804,163447108800,163447108800,0
primary,XNR-PW-MT-ZERO,300,4171531546602603804,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,4171531546602603804,544823706,163447111800,0
primary,XNR-PC,300,4171531546602603804,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,6773169848162830496,163447109100,163447109100,163447113900
primary,XNR-PW-CONV-OFFSET,300,6773169848162830496,163447109100,163447109100,0
primary,XNR-PW-MT-ZERO,300,6773169848162830496,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,6773169848162830496,544823706,163447111800,0
primary,XNR-PC,300,6773169848162830496,163447107879,49034132363700,49034132363700
primary,XNR-PW-CONV-ZERO,300,13259265031399199819,163447108500,163447108500,163447114800
primary,XNR-PW-CONV-OFFSET,300,13259265031399199819,163447108500,163447108500,0
primary,XNR-PW-MT-ZERO,300,13259265031399199819,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,13259265031399199819,544823706,163447111800,0
primary,XNR-PC,300,13259265031399199819,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,7383040523285475032,163447108500,163447108500,163447115400
primary,XNR-PW-CONV-OFFSET,300,7383040523285475032,163447108500,163447108500,0
primary,XNR-PW-MT-ZERO,300,7383040523285475032,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,7383040523285475032,544823706,163447111800,0
primary,XNR-PC,300,7383040523285475032,163447107877,49034132363100,49034132363100
primary,XNR-PW-CONV-ZERO,300,8469065342115915783,163447108500,163447108500,163447115100
primary,XNR-PW-CONV-OFFSET,300,8469065342115915783,163447108500,163447108500,0
primary,XNR-PW-MT-ZERO,300,8469065342115915783,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,8469065342115915783,544823706,163447111800,0
primary,XNR-PC,300,8469065342115915783,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,11167473384098259577,163447109400,163447109400,163447114200
primary,XNR-PW-CONV-OFFSET,300,11167473384098259577,163447109400,163447109400,0
primary,XNR-PW-MT-ZERO,300,11167473384098259577,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,11167473384098259577,544823706,163447111800,0
primary,XNR-PC,300,11167473384098259577,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,3927382471087979842,163447110000,163447110000,163447113300
primary,XNR-PW-CONV-OFFSET,300,3927382471087979842,163447110000,163447110000,0
primary,XNR-PW-MT-ZERO,300,3927382471087979842,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,3927382471087979842,544823706,163447111800,0
primary,XNR-PC,300,3927382471087979842,163447107882,49034132364600,49034132364600
primary,XNR-PW-CONV-ZERO,300,12250540210932396121,163447109400,163447109400,163447114200
primary,XNR-PW-CONV-OFFSET,300,12250540210932396121,163447109400,163447109400,0
primary,XNR-PW-MT-ZERO,300,12250540210932396121,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,12250540210932396121,544823706,163447111800,0
primary,XNR-PC,300,12250540210932396121,163447107877,49034132363100,49034132363100
primary,XNR-PW-CONV-ZERO,300,12687317089305426264,163447109700,163447109700,163447115400
primary,XNR-PW-CONV-OFFSET,300,12687317089305426264,163447109700,163447109700,0
primary,XNR-PW-MT-ZERO,300,12687317089305426264,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,12687317089305426264,544823706,163447111800,0
primary,XNR-PC,300,12687317089305426264,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,3068354826123602611,163447108800,163447108800,163447115100
primary,XNR-PW-CONV-OFFSET,300,3068354826123602611,163447108800,163447108800,0
primary,XNR-PW-MT-ZERO,300,3068354826123602611,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,3068354826123602611,544823706,163447111800,0
primary,XNR-PC,300,3068354826123602611,163447107877,49034132363100,49034132363100
primary,XNR-PW-CONV-ZERO,300,6452565723836495873,163447110000,163447110000,163447113300
primary,XNR-PW-CONV-OFFSET,300,6452565723836495873,163447110000,163447110000,0
primary,XNR-PW-MT-ZERO,300,6452565723836495873,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,6452565723836495873,544823706,163447111800,0
primary,XNR-PC,300,6452565723836495873,163447107882,49034132364600,49034132364600
primary,XNR-PW-CONV-ZERO,300,12576523555926126553,163447109100,163447109100,163447114800
primary,XNR-PW-CONV-OFFSET,300,12576523555926126553,163447109100,163447109100,0
primary,XNR-PW-MT-ZERO,300,12576523555926126553,544823706,163447111800,163447112100
primary,XNR-PW-MT-OFFSET,300,12576523555926126553,544823706,163447111800,0
primary,XNR-PC,300,12576523555926126553,163447107878,49034132363400,49034132363400
primary,XNR-PW-CONV-ZERO,300,7616672725889129548,163447110000,163447110000,163447113900
primary,XNR-PW-CONV-OFFSET,300,7616672725889129548,163447110000,163447110000,0
primary,XNR-PW-MT-ZERO,300,7616672725889129548,544823705,163447111500,163447112100
primary,XNR-PW-MT-OFFSET,300,7616672725889129548,544823706,163447111800,0
primary,XNR-PC,300,7616672725889129548,163447107879,49034132363700,49034132363700
primary,XNR-PW-CONV-ZERO,400,18231826143518580289,217929479200,217929479200,217929485600
primary,XNR-PW-CONV-OFFSET,400,18231826143518580289,217929479200,217929479200,0
primary,XNR-PW-MT-ZERO,400,18231826143518580289,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,18231826143518580289,544823706,217929482400,0
primary,XNR-PC,400,18231826143518580289,217929467027,87171786810800,87171786810800
primary,XNR-PW-CONV-ZERO,400,8906286495562900921,217929478800,217929478800,217929486800
primary,XNR-PW-CONV-OFFSET,400,8906286495562900921,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,8906286495562900921,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,8906286495562900921,544823706,217929482400,0
primary,XNR-PC,400,8906286495562900921,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,8770642015975544875,217929478800,217929478800,217929485600
primary,XNR-PW-CONV-OFFSET,400,8770642015975544875,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,8770642015975544875,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,8770642015975544875,544823706,217929482400,0
primary,XNR-PC,400,8770642015975544875,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,9576473659758073777,217929478800,217929478800,217929485600
primary,XNR-PW-CONV-OFFSET,400,9576473659758073777,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,9576473659758073777,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,9576473659758073777,544823706,217929482400,0
primary,XNR-PC,400,9576473659758073777,217929467030,87171786812000,87171786812000
primary,XNR-PW-CONV-ZERO,400,16363268894485278985,217929480400,217929480400,217929485200
primary,XNR-PW-CONV-OFFSET,400,16363268894485278985,217929480400,217929480400,0
primary,XNR-PW-MT-ZERO,400,16363268894485278985,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,16363268894485278985,544823706,217929482400,0
primary,XNR-PC,400,16363268894485278985,217929467028,87171786811200,87171786811200
primary,XNR-PW-CONV-ZERO,400,16585534704111605887,217929478800,217929478800,217929486000
primary,XNR-PW-CONV-OFFSET,400,16585534704111605887,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,16585534704111605887,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,16585534704111605887,544823706,217929482400,0
primary,XNR-PC,400,16585534704111605887,217929467024,87171786809600,87171786809600
primary,XNR-PW-CONV-ZERO,400,14790319751179523344,217929478400,217929478400,217929485200
primary,XNR-PW-CONV-OFFSET,400,14790319751179523344,217929478400,217929478400,0
primary,XNR-PW-MT-ZERO,400,14790319751179523344,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,14790319751179523344,544823706,217929482400,0
primary,XNR-PC,400,14790319751179523344,217929467027,87171786810800,87171786810800
primary,XNR-PW-CONV-ZERO,400,15311360825920276038,217929478800,217929478800,217929484800
primary,XNR-PW-CONV-OFFSET,400,15311360825920276038,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,15311360825920276038,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,15311360825920276038,544823706,217929482400,0
primary,XNR-PC,400,15311360825920276038,217929467028,87171786811200,87171786811200
primary,XNR-PW-CONV-ZERO,400,10419287363523441034,217929479600,217929479600,217929484800
primary,XNR-PW-CONV-OFFSET,400,10419287363523441034,217929479600,217929479600,0
primary,XNR-PW-MT-ZERO,400,10419287363523441034,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,10419287363523441034,544823706,217929482400,0
primary,XNR-PC,400,10419287363523441034,217929467029,87171786811600,87171786811600
primary,XNR-PW-CONV-ZERO,400,9964858435511495645,217929478800,217929478800,217929485600
primary,XNR-PW-CONV-OFFSET,400,9964858435511495645,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,9964858435511495645,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,9964858435511495645,544823706,217929482400,0
primary,XNR-PC,400,9964858435511495645,217929467027,87171786810800,87171786810800
primary,XNR-PW-CONV-ZERO,400,12980243426712185825,217929479600,217929479600,217929487200
primary,XNR-PW-CONV-OFFSET,400,12980243426712185825,217929479600,217929479600,0
primary,XNR-PW-MT-ZERO,400,12980243426712185825,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,12980243426712185825,544823706,217929482400,0
primary,XNR-PC,400,12980243426712185825,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,2834549471034337693,217929477600,217929477600,217929485600
primary,XNR-PW-CONV-OFFSET,400,2834549471034337693,217929477600,217929477600,0
primary,XNR-PW-MT-ZERO,400,2834549471034337693,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,2834549471034337693,544823706,217929482400,0
primary,XNR-PC,400,2834549471034337693,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,17638313716927524985,217929480400,217929480400,217929484800
primary,XNR-PW-CONV-OFFSET,400,17638313716927524985,217929480400,217929480400,0
primary,XNR-PW-MT-ZERO,400,17638313716927524985,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,17638313716927524985,544823706,217929482400,0
primary,XNR-PC,400,17638313716927524985,217929467029,87171786811600,87171786811600
primary,XNR-PW-CONV-ZERO,400,4701815876319261908,217929479200,217929479200,217929485600
primary,XNR-PW-CONV-OFFSET,400,4701815876319261908,217929479200,217929479200,0
primary,XNR-PW-MT-ZERO,400,4701815876319261908,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,4701815876319261908,544823706,217929482400,0
primary,XNR-PC,400,4701815876319261908,217929467028,87171786811200,87171786811200
primary,XNR-PW-CONV-ZERO,400,7822082833909267661,217929477600,217929477600,217929486000
primary,XNR-PW-CONV-OFFSET,400,7822082833909267661,217929477600,217929477600,0
primary,XNR-PW-MT-ZERO,400,7822082833909267661,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,7822082833909267661,544823706,217929482400,0
primary,XNR-PC,400,7822082833909267661,217929467022,87171786808800,87171786808800
primary,XNR-PW-CONV-ZERO,400,12102592183121031244,217929478400,217929478400,217929487200
primary,XNR-PW-CONV-OFFSET,400,12102592183121031244,217929478400,217929478400,0
primary,XNR-PW-MT-ZERO,400,12102592183121031244,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,12102592183121031244,544823706,217929482400,0
primary,XNR-PC,400,12102592183121031244,217929467023,87171786809200,87171786809200
primary,XNR-PW-CONV-ZERO,400,4849566379269777204,217929478800,217929478800,217929486000
primary,XNR-PW-CONV-OFFSET,400,4849566379269777204,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,4849566379269777204,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,4849566379269777204,544823706,217929482400,0
primary,XNR-PC,400,4849566379269777204,217929467023,87171786809200,87171786809200
primary,XNR-PW-CONV-ZERO,400,4171531546602603804,217929478400,217929478400,217929485200
primary,XNR-PW-CONV-OFFSET,400,4171531546602603804,217929478400,217929478400,0
primary,XNR-PW-MT-ZERO,400,4171531546602603804,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,4171531546602603804,544823706,217929482400,0
primary,XNR-PC,400,4171531546602603804,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,6773169848162830496,217929478800,217929478800,217929485200
primary,XNR-PW-CONV-OFFSET,400,6773169848162830496,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,6773169848162830496,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,6773169848162830496,544823706,217929482400,0
primary,XNR-PC,400,6773169848162830496,217929467028,87171786811200,87171786811200
primary,XNR-PW-CONV-ZERO,400,13259265031399199819,217929478000,217929478000,217929486400
primary,XNR-PW-CONV-OFFSET,400,13259265031399199819,217929478000,217929478000,0
primary,XNR-PW-MT-ZERO,400,13259265031399199819,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,13259265031399199819,544823706,217929482400,0
primary,XNR-PC,400,13259265031399199819,217929467026,87171786810400,87171786810400
primary,XNR-PW-CONV-ZERO,400,7383040523285475032,217929478000,217929478000,217929487200
primary,XNR-PW-CONV-OFFSET,400,7383040523285475032,217929478000,217929478000,0
primary,XNR-PW-MT-ZERO,400,7383040523285475032,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,7383040523285475032,544823706,217929482400,0
primary,XNR-PC,400,7383040523285475032,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,8469065342115915783,217929478000,217929478000,217929486800
primary,XNR-PW-CONV-OFFSET,400,8469065342115915783,217929478000,217929478000,0
primary,XNR-PW-MT-ZERO,400,8469065342115915783,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,8469065342115915783,544823706,217929482400,0
primary,XNR-PC,400,8469065342115915783,217929467026,87171786810400,87171786810400
primary,XNR-PW-CONV-ZERO,400,11167473384098259577,217929479200,217929479200,217929485600
primary,XNR-PW-CONV-OFFSET,400,11167473384098259577,217929479200,217929479200,0
primary,XNR-PW-MT-ZERO,400,11167473384098259577,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,11167473384098259577,544823706,217929482400,0
primary,XNR-PC,400,11167473384098259577,217929467027,87171786810800,87171786810800
primary,XNR-PW-CONV-ZERO,400,3927382471087979842,217929480000,217929480000,217929484400
primary,XNR-PW-CONV-OFFSET,400,3927382471087979842,217929480000,217929480000,0
primary,XNR-PW-MT-ZERO,400,3927382471087979842,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,3927382471087979842,544823706,217929482400,0
primary,XNR-PC,400,3927382471087979842,217929467030,87171786812000,87171786812000
primary,XNR-PW-CONV-ZERO,400,12250540210932396121,217929479200,217929479200,217929485600
primary,XNR-PW-CONV-OFFSET,400,12250540210932396121,217929479200,217929479200,0
primary,XNR-PW-MT-ZERO,400,12250540210932396121,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,12250540210932396121,544823706,217929482400,0
primary,XNR-PC,400,12250540210932396121,217929467026,87171786810400,87171786810400
primary,XNR-PW-CONV-ZERO,400,12687317089305426264,217929479600,217929479600,217929487200
primary,XNR-PW-CONV-OFFSET,400,12687317089305426264,217929479600,217929479600,0
primary,XNR-PW-MT-ZERO,400,12687317089305426264,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,12687317089305426264,544823706,217929482400,0
primary,XNR-PC,400,12687317089305426264,217929467025,87171786810000,87171786810000
primary,XNR-PW-CONV-ZERO,400,3068354826123602611,217929478400,217929478400,217929486800
primary,XNR-PW-CONV-OFFSET,400,3068354826123602611,217929478400,217929478400,0
primary,XNR-PW-MT-ZERO,400,3068354826123602611,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,3068354826123602611,544823706,217929482400,0
primary,XNR-PC,400,3068354826123602611,217929467024,87171786809600,87171786809600
primary,XNR-PW-CONV-ZERO,400,6452565723836495873,217929480000,217929480000,217929484400
primary,XNR-PW-CONV-OFFSET,400,6452565723836495873,217929480000,217929480000,0
primary,XNR-PW-MT-ZERO,400,6452565723836495873,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,6452565723836495873,544823706,217929482400,0
primary,XNR-PC,400,6452565723836495873,217929467029,87171786811600,87171786811600
primary,XNR-PW-CONV-ZERO,400,12576523555926126553,217929478800,217929478800,217929486400
primary,XNR-PW-CONV-OFFSET,400,12576523555926126553,217929478800,217929478800,0
primary,XNR-PW-MT-ZERO,400,12576523555926126553,544823706,217929482400,217929482800
primary,XNR-PW-MT-OFFSET,400,12576523555926126553,544823706,217929482400,0
primary,XNR-PC,400,12576523555926126553,217929467026,87171786810400,87171786810400
primary,XNR-PW-CONV-ZERO,400,7616672725889129548,217929480000,217929480000,217929485200
primary,XNR-PW-CONV-OFFSET,400,7616672725889129548,217929480000,217929480000,0
primary,XNR-PW-MT-ZERO,400,7616672725889129548,544823705,217929482000,217929482800
primary,XNR-PW-MT-OFFSET,400,7616672725889129548,544823706,217929482400,0
primary,XNR-PC,400,7616672725889129548,217929467029,87171786811600,87171786811600
primary,XNR-PW-CONV-ZERO,500,18231826143518580289,272411849000,272411849000,272411857000
primary,XNR-PW-CONV-OFFSET,500,18231826143518580289,272411849000,272411849000,0
primary,XNR-PW-MT-ZERO,500,18231826143518580289,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,18231826143518580289,544823706,272411853000,0
primary,XNR-PC,500,18231826143518580289,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,8906286495562900921,272411848500,272411848500,272411858500
primary,XNR-PW-CONV-OFFSET,500,8906286495562900921,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,8906286495562900921,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,8906286495562900921,544823706,272411853000,0
primary,XNR-PC,500,8906286495562900921,272411840126,136205920063000,136205920063000
primary,XNR-PW-CONV-ZERO,500,8770642015975544875,272411848500,272411848500,272411857000
primary,XNR-PW-CONV-OFFSET,500,8770642015975544875,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,8770642015975544875,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,8770642015975544875,544823706,272411853000,0
primary,XNR-PC,500,8770642015975544875,272411840126,136205920063000,136205920063000
primary,XNR-PW-CONV-ZERO,500,9576473659758073777,272411848500,272411848500,272411857000
primary,XNR-PW-CONV-OFFSET,500,9576473659758073777,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,9576473659758073777,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,9576473659758073777,544823706,272411853000,0
primary,XNR-PC,500,9576473659758073777,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,16363268894485278985,272411850500,272411850500,272411856500
primary,XNR-PW-CONV-OFFSET,500,16363268894485278985,272411850500,272411850500,0
primary,XNR-PW-MT-ZERO,500,16363268894485278985,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,16363268894485278985,544823706,272411853000,0
primary,XNR-PC,500,16363268894485278985,272411840131,136205920065500,136205920065500
primary,XNR-PW-CONV-ZERO,500,16585534704111605887,272411848500,272411848500,272411857500
primary,XNR-PW-CONV-OFFSET,500,16585534704111605887,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,16585534704111605887,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,16585534704111605887,544823706,272411853000,0
primary,XNR-PC,500,16585534704111605887,272411840126,136205920063000,136205920063000
primary,XNR-PW-CONV-ZERO,500,14790319751179523344,272411848000,272411848000,272411856500
primary,XNR-PW-CONV-OFFSET,500,14790319751179523344,272411848000,272411848000,0
primary,XNR-PW-MT-ZERO,500,14790319751179523344,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,14790319751179523344,544823706,272411853000,0
primary,XNR-PC,500,14790319751179523344,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,15311360825920276038,272411848500,272411848500,272411856000
primary,XNR-PW-CONV-OFFSET,500,15311360825920276038,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,15311360825920276038,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,15311360825920276038,544823706,272411853000,0
primary,XNR-PC,500,15311360825920276038,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,10419287363523441034,272411849500,272411849500,272411856000
primary,XNR-PW-CONV-OFFSET,500,10419287363523441034,272411849500,272411849500,0
primary,XNR-PW-MT-ZERO,500,10419287363523441034,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,10419287363523441034,544823706,272411853000,0
primary,XNR-PC,500,10419287363523441034,272411840130,136205920065000,136205920065000
primary,XNR-PW-CONV-ZERO,500,9964858435511495645,272411848500,272411848500,272411857000
primary,XNR-PW-CONV-OFFSET,500,9964858435511495645,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,9964858435511495645,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,9964858435511495645,544823706,272411853000,0
primary,XNR-PC,500,9964858435511495645,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,12980243426712185825,272411849500,272411849500,272411859000
primary,XNR-PW-CONV-OFFSET,500,12980243426712185825,272411849500,272411849500,0
primary,XNR-PW-MT-ZERO,500,12980243426712185825,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,12980243426712185825,544823706,272411853000,0
primary,XNR-PC,500,12980243426712185825,272411840129,136205920064500,136205920064500
primary,XNR-PW-CONV-ZERO,500,2834549471034337693,272411847000,272411847000,272411857000
primary,XNR-PW-CONV-OFFSET,500,2834549471034337693,272411847000,272411847000,0
primary,XNR-PW-MT-ZERO,500,2834549471034337693,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,2834549471034337693,544823706,272411853000,0
primary,XNR-PC,500,2834549471034337693,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,17638313716927524985,272411850500,272411850500,272411856000
primary,XNR-PW-CONV-OFFSET,500,17638313716927524985,272411850500,272411850500,0
primary,XNR-PW-MT-ZERO,500,17638313716927524985,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,17638313716927524985,544823706,272411853000,0
primary,XNR-PC,500,17638313716927524985,272411840130,136205920065000,136205920065000
primary,XNR-PW-CONV-ZERO,500,4701815876319261908,272411849000,272411849000,272411857000
primary,XNR-PW-CONV-OFFSET,500,4701815876319261908,272411849000,272411849000,0
primary,XNR-PW-MT-ZERO,500,4701815876319261908,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,4701815876319261908,544823706,272411853000,0
primary,XNR-PC,500,4701815876319261908,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,7822082833909267661,272411847000,272411847000,272411857500
primary,XNR-PW-CONV-OFFSET,500,7822082833909267661,272411847000,272411847000,0
primary,XNR-PW-MT-ZERO,500,7822082833909267661,544823706,272411853000,272411853500
